Time,Tweets,All_hashtags,Place
2020-07-01 15:12:21,"b""Centre asks States/UTs to take steps to facilitate &amp; ramp up testing.   States/UTs have also been urged to pay attention to 'contact tracing' as it holds the key to containing the #Covid_19  Health Secretary and DG (ICMR) have written a joint letter to States/UTs to this effect. https://t.co/45BbwbUieU""",['Covid_19'],
2020-07-01 15:12:01,"b""#Thread on India's First Possible COVID-19 Vaccine #COVAXIN\xf0\x9f\x91\x87  - Inactivated vaccine created from a strain of infectious SARS-CoV-2 - Developed by Hyderabad's Bharat Biotech in collaboration with ICMR &amp; NIV - DCGI approval granted; human trials scheduled to begin in July https://t.co/zU6ECog7LO""","['Thread', 'COVAXIN']",
2020-07-01 15:10:09,b'@Eatala_Rajender  Waiting for ur Covid 19 update?  Pls update as per #ICMR Norms',['ICMR'],
2020-07-01 14:57:47,"b""ICMR Must Decide if it Is India's Council for Medical Research or its Master\xe2\x80\x99s Voice https://t.co/RcZmmsbBUr via @thewire_in""",[],
2020-07-01 14:46:01,b'@ICMRDELHI Some people are roaming freely while some like me contained self since 3.5 months at home.  Hope people will understand &amp; will follow social distancing Hope ICMR will test as much as possible quickly &amp; will defeat this Chinese Covid-19',[],
2020-07-01 14:45:41,"b'#COVID19 testing: The laboratories should be free to test any individual in accordance with the guidelines, says ICMR  https://t.co/UJ5AKf2SIY'",['COVID19'],
2020-07-01 14:45:23,b'@BharatBiotech @ICMRDELHI @DBTIndia @icmr_niv Do it fast human trials please we need to finish covid 19',[],
2020-07-01 14:42:09,"b'@Amita_Sagar Hello Amita, yes passengers from Maharashtra if carry Covid-19 negative certificate from ICMR approved lab which is latest by 2 days,  will be exempted from Institutional quarantine and will be allowed for 14 day home quarantine.'",[],
2020-07-01 14:34:26,"b'\xe2\x80\x9cLeak-based journalism is often the symptom of a tension between the views of an institution and its constituents.But however this contest swings, the ultimate victims are those for whom the trials\xe2\x80\x99 and studies\xe2\x80\x99 results matter and, of course, ICMR itself.\xe2\x80\x9d https://t.co/pVpxcEGKYV'",[],
2020-07-01 14:29:38,"b""Health Secretary Preeti Sudan, ICMR DG Dr Balram Bhargava Write to States and Union Territories to Increase #COVID19 Testing, Say 'Test-Track-Treat Key Strategy Against Pandemic' #Coronavirus #CoronavirusIndia  https://t.co/GzLcN3dAsf""","['COVID19', 'Coronavirus', 'CoronavirusIndia']",
2020-07-01 14:00:19,"b'ETHealthworld | As cases spike, ICMR wants manufacturers to make antigen kits; only 1 approved so far #Cov-2Virus #Bellary #Virology #Karnataka #Covid-19 #Antigen #ICMR https://t.co/x5HTlcyvRb'","['Cov', 'Bellary', 'Virology', 'Karnataka', 'Covid', 'Antigen', 'ICMR']",
2020-07-01 13:56:30,"b'Traffic policemen hold sample test tubes amid #COVID19 testing at Halasuru Gate traffic police station, during Unlock 2.0, in #Bengaluru.   Live updates &gt;&gt; https://t.co/DtjwuCmr2G https://t.co/CwKRRG3yXN'","['COVID19', 'Bengaluru']",
2020-07-01 13:15:08,b'A true testament to Public-Private Partnership between the Indian Council of Medical Research (#ICMR) and Bharat Biotech.  #vaccine #covid19 #medicine #clinicaltrial #partnership #india #coronavirus  https://t.co/77odBBy9Hu',"['ICMR', 'vaccine', 'covid19', 'medicine', 'clinicaltrial', 'partnership', 'india', 'coronavirus']",
2020-07-01 12:41:00,b'Assam to revise COVID-19 testing pattern after ICMR advice; plasma therapy to start soon https://t.co/bEUnaQxRGV',[],
2020-07-01 12:39:22,"b""ICMR HA-HA killing Inocent sick persons. HA-HA is ICMR's new abrevation.  https://t.co/ECZKzt7O1G""",[],
2020-07-01 12:37:21,"b'@ICMRDELHI According to Indian historical medicine, our country should find the remedies to covid-19..  soon as earliest....  All the best ICMR... SAVE THE WORLD...'",[],
2020-07-01 12:35:59,"b'@linuxyogi Dear Sir,  If you carry the Covid-19 negative certificate from ICMR approved lab which is the latest by 2 days, will be exempted from Institutional quarantine.  Regards, #Janasnehi'",['Janasnehi'],
2020-07-01 12:26:45,b'ICMR wake up! Till u approve govt hosps wont adopt it&amp;poor people will suffer&amp; virus will spread! This is unfair @DelhiVsCorona @BrowardHealth @ICMRDELHI @MoHFW_INDIA @SatyendarJain @msisodia @PMOIndia @OfficeofUT @rajeshtope11 @AskDrShashank @LtGovDelhi  https://t.co/Yntkwvyy2H',[],
2020-07-01 12:07:08,"b'Dr Raman Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires - The New Indian Express #politics https://t.co/ulTcCE9EI8 https://t.co/d8XJxQyUHs'",['politics'],
2020-07-01 11:39:28,"b'@DrRPNishank More than 30 lakh ppl have only one question doubt that why are you not announcing neet jee postponement,BHU ENTRANCE,ICMR JRF,NCHM JEE,UPSC,TELANGANA EXAM,etc got postponed only bcz of covid 19 pandemic #postponeneet @DG_NTA @HRDMinistry @drharshvardhan @nsui @ndtv @AmitShah'",['postponeneet'],"Place(_api=<tweepy.api.API object at 0x7f1e8e4787b8>, id='13e2481c0f45289b', url='https://api.twitter.com/1.1/geo/id/13e2481c0f45289b.json', place_type='city', name='Aligarh', full_name='Aligarh, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1e8e4787b8>, type='Polygon', coordinates=[[[78.028739, 27.841366], [78.148531, 27.841366], [78.148531, 27.963932], [78.028739, 27.963932]]]), attributes={})"
2020-07-01 11:28:05,"b'Regional Medical Research Centre for NE Region (ICMR-RMRC, Dibrugarh) has been successful in isolating the SARS-CoV-2 (#COVID19) virus.   @himantabiswa @ICMRDELHI    https://t.co/VoB82Iu90B'",['COVID19'],
2020-07-01 11:22:47,b'Indian Council for Medical Research (ICMR) has suggested a new testing model under which we will be able to will declare results within 1 hour. We will launch the new testing model named Covid-19 AG test in next 2-3 days: Assam health minister #CoronavirusIndia',['CoronavirusIndia'],
2020-07-01 11:21:38,b'#COVAXIN \xe2\x80\x93 India\xe2\x80\x99s First #COVID19 Vaccine Gets DCGI Approval For Human Trails. Read the full story here: https://t.co/BDj2nXB0Pb #COVAXINVaccine #ICMR #NIV https://t.co/J84ZpbCT5u',"['COVAXIN', 'COVID19', 'COVAXINVaccine', 'ICMR', 'NIV']",
2020-07-01 11:16:02,b'Indian Council for Medical Research (ICMR) has suggested a new testing model under which we will be able to will declare results within 1 hour. We will launch the new testing model named COVID-19 AG test in next 2-3 days: Assam Health Minister.',[],
2020-07-01 11:02:01,"b'A month after ICMR conducted a seroprevalence survey, a paper with methods + results is pending \xe2\x80\x93 but ICMR conducted a press conference announcing some results on June 11. This conduct is unbecoming of our nodal medical research body during an epidemic. https://t.co/YDC3CKSVDd'",[],
2020-07-01 10:56:52,b'Indian Council for Medical Research (ICMR) has suggested a new testing model under which we will be able to will declare results within 1 hour. We will launch the new testing model named COVID-19 AG test in next 2-3 days: Assam Health Minister https://t.co/b99aY3P5Rd',[],
2020-07-01 10:52:14,b'#ICMR is doing great job to fight #COVID 19. #ELISA test new #Covaxin vaccine candidate. Bravo.',"['ICMR', 'COVID', 'ELISA', 'Covaxin']",
2020-07-01 10:51:28,b'ASSAM HEALTH MINISTER: INDIAN COUNCIL FOR MEDICAL RESEARCH (ICMR) HAS SUGGESTED A NEW TESTING MODEL UNDER WHICH WE WILL BE ABLE TO WILL DECLARE RESULTS WITHIN 1 HOUR. WE WILL LAUNCH THE NEW TESTING MODEL NAMED COVID-19 AG TEST IN NEXT 2-3 DAYS',[],
2020-07-01 10:50:51,"b'@KajeDr @PMOIndia @BSYBJP @moayush @shripadynaik @drashwathcn @mla_sudhakar @nimmasuresh @narendramodi @MoHFW_INDIA @icmr_nie @AyushKarnataka Pranam Giridar ji, First I would like to congratulate your experiment over covid 19 by your bhoumya and sathmya tablets  If we want general public  How to get and where to get these tablets please inform us'",[],
2020-07-01 10:50:00,"b'Today, no one expects ICMR to contradict the Centre\xe2\x80\x99s COVID-19 response strategy on any count, irrespective of the enormity of a transgression.  https://t.co/F9jWmLRCmw'",[],
2020-07-01 10:49:14,b'Indian Council for Medical Research (ICMR) has suggested a new testing model under which we will be able to will declare results within 1 hour. We will launch the new testing model named COVID-19 AG test in next 2-3 days: Assam Health Minister https://t.co/1MfS2yBSLN',[],
2020-07-01 10:48:12,b'Indian Council for Medical Research (ICMR) has suggested a new testing model under which we will be able to will declare results within 1 hour. We will launch the new testing model named COVID-19 AG test in next 2-3 days: Assam Health Minister https://t.co/hPiiuPwIUy',[],
2020-07-01 10:26:10,"b'Dr. Raman R Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires  Sourced from: @ETHealthWorld  #ICMR #COVID19 #COVID19India https://t.co/VW3T9oIveP'","['ICMR', 'COVID19', 'COVID19India']",
2020-07-01 10:19:55,"b""ICMR Must Decide if it Is India's Council for Medical Research or its Master\xe2\x80\x99s Voice https://t.co/pJxiRztFgQ via @thewire_in""",[],
2020-07-01 10:18:41,"b'launch infection control audits across hospitals to determine the scale of danger faced by medics during the pandemic. More than 2,000 health care workers have tested positive for Covid-19 in Delhi alone. An earlier ICMR report found 1,073 +ve cases of medics till May 23  2/2'",[],
2020-07-01 09:47:31,"b'#EDITORIAL: \xe2\x80\x9c... until the paper becomes available, ICMR stands guilty of the same charge that Patanjali Ayurved has been accused of: doing science by press release...\xe2\x80\x9d  https://t.co/XcsNF4ICLY'",['EDITORIAL'],
2020-07-01 09:45:03,"b'The country\xe2\x80\x99s first indigenous COVID-19 vaccine, COVAXIN, developed by Bharat Biotech in collaboration with ICMR and NIV Pune, has got the nod for human clinical trials from the Drug Controller General of India, the company said on Monday. https://t.co/B7yEXlQ1Cg'",[],
2020-07-01 09:34:56,"b'""ICMR Must Decide if it Is India\'s Council for Medical Research or its Master\xe2\x80\x99s Voice""  Strong words, but a science inst must act as a science inst and not a bureaucratic office  https://t.co/FXhJ2DLnlH'",[],"Place(_api=<tweepy.api.API object at 0x7f1e8e4787b8>, id='317fcc4b21a604d5', url='https://api.twitter.com/1.1/geo/id/317fcc4b21a604d5.json', place_type='city', name='New Delhi', full_name='New Delhi, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1e8e4787b8>, type='Polygon', coordinates=[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]), attributes={})"
2020-07-01 09:34:15,"b""\xe2\x80\x9cICMR Must Decide if it Is India's Council for Medical Research or its Master\xe2\x80\x99s Voice\xe2\x80\x9d https://t.co/ZxHkv7CZr3""",[],
2020-07-01 09:33:13,"b'""ICMR Must Decide if it Is India\'s Council for Medical Research or its Master\xe2\x80\x99s Voice""  Strong words, but an science inst must act as an science inst and not a bureaucratic office  https://t.co/FXhJ2DLnlH'",[],"Place(_api=<tweepy.api.API object at 0x7f1e8e4787b8>, id='317fcc4b21a604d5', url='https://api.twitter.com/1.1/geo/id/317fcc4b21a604d5.json', place_type='city', name='New Delhi', full_name='New Delhi, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1e8e4787b8>, type='Polygon', coordinates=[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]), attributes={})"
2020-07-01 09:08:03,b'Dr. Raman R. Gangakhedkar was awarded #PadmaShri in 2020 for his service and his research on HIV/AIDS https://t.co/8jZmxfAh2h (via @the_hindu)',['PadmaShri'],
2020-07-01 09:02:52,"b'""\xe2\x80\xa6 no one expects ICMR to contradict Centre\xe2\x80\x99s COVID-19 response strategy on any count. \xe2\x80\xa6 This is unacceptable bec ICMR is not just India\xe2\x80\x99s council for medical research but the principal fount of scientific knowledge vis-\xc3\xa0-vis India\xe2\x80\x99s COVID-19 epidemic. Its failures hurt us all""'",[],
2020-07-01 08:56:08,"b'Editorial by @thewire_in: ""Consternation is warranted because ICMR\'s June 11 press conference was only the latest in a line of actions by ICMR leaders that have made the council itself the story, and not the science, the virus, the disease or the people."" https://t.co/gon4yBGrbZ'",[],
2020-07-01 08:41:31,"b""The Wire calls out @ICMRDELHI 's extremely problematic scientific practice of releasing the results of sero surveys and RCTs via press releases/leaks. This data needs context. Like I said earlier, it's a scientific study, not a stock price https://t.co/VrgvyEP9jB""",[],
2020-07-01 08:40:00,b'Dr. Raman R. Gangakhedkar was awarded #PadmaShri in 2020 for his service and his research on HIV/AIDS https://t.co/Y0VldRnO9R',['PadmaShri'],
2020-07-01 08:35:26,b'India countering increasing covid cases regularly ! The govt still knows covid 19 is respiratory virus and can be easily cured by Ayurvedic and Homeopathic treatment. ICMR playing petty politics to favour allopathic system only for money ! #ICMR #NarendraModi #',"['ICMR', 'NarendraModi']",
2020-07-01 08:34:49,b'Coronavirus news live updates: Section 144 imposed in #Mumbai till July 15 in the wake of rising #Covid19 cases  https://t.co/e2ixszcpRF',"['Mumbai', 'Covid19']",
2020-07-01 07:34:55,"b'Coronavirus disease Guideline: As more and more cases of coronavirus cases are being reported, we are following the directives issued by WHO and ICMR. Coronavirus (COVID 19) and Human reproduction Presently, very less is known about the impact of COVID-19  https://t.co/BGpdcz83Ur https://t.co/R6L6oTLKnh'",[],
2020-07-01 07:23:13,b'@jamesdymond @mattshields85 @rememberruss @BNODesk Here is news https://t.co/HM5rqgCqzt',[],
2020-07-01 07:19:07,b'@AtishiAAP @anandmahindra ICMR research has not shown plasma thereby promising in COVID-19 cure? You should first have consulted the medical fraternity before making such appeal. Be responsible as you are a leader not just a commoner! Or it\xe2\x80\x99s other way?',[],
2020-07-01 06:19:44,"b""@sumanthraman No one knows how actually Covid 19 spread..every one just giving there opinion even WHO,ICMR doing the same. In the way India going we already become same like USA and Brazil even after increase in cases they don't care at all..""",[],
2020-07-01 06:17:33,"b'Developed Any Symptoms (Cough, fever, difficulty in breathing)? Immediately take preventive measures. Negotiate &amp; Book a COVID 19 test. ICMR approved best private labs Near You (Delhi NCR, Noida, Ghaziabad, Gurgaon &amp; Faridabad).  Helpline: 7011311900  https://t.co/oNIZDv36e7 https://t.co/GBJXMGC4xi'",[],
2020-07-01 06:11:57,"b'#India\xe2\x80\x99s First COVID-19 vaccine candidate, Covaxin.   Virus isolated in India, manufactured in India, developed in India.   A true testament to Public-Private Partnership between Indian Council of Medical Research (ICMR) and Bharat Biotech.  #covid #vaccine #makeinindia #covaxin https://t.co/MNosYcaAI9'","['India', 'covid', 'vaccine', 'makeinindia', 'covaxin']",
2020-07-01 04:56:44,"b'The total number of samples tested up to 30 June is 86,26,585 of which 2,17,931 samples were tested yesterday, says #ICMR.  | Follow LIVE updates #Coronavirus : https://t.co/VHPfZ96KQE https://t.co/bHS2GRM4vL'","['ICMR', 'Coronavirus']",
2020-07-01 04:45:32,"b""The total number of samples tested up to 30th June is 86,26,585 of which 2,17,931 samples were tested yesterday: Indian Council of Medical Research (ICMR) . Record single-day jump of 507 COVID-19 fatalities pushes India's death toll to 17,400  #IndiaFightsCorona #CoronavirusIndia""","['IndiaFightsCorona', 'CoronavirusIndia']",
2020-07-01 04:33:50,"b'Even as #DCGI had approved antiviral #favipiravir for restricted emergency use to treat mild to moderate Covid-19 patients, Glenmark Pharma\xe2\x80\x99s drug is yet to find favour with \xe2\x81\xa6@ICMRDELHI\xe2\x81\xa9 as it\xe2\x80\x99s not being made the part of clinical treatment protocol. https://t.co/JrmcuYnK0S'","['DCGI', 'favipiravir']",
2020-07-01 04:28:17,"b'Dr Raman Gangakhedkar, the face of ICMR during Covid-19 pandemic, retires https://t.co/NCytMzH1p7 via @timesofindia'",[],
2020-07-01 04:24:57,"b'My story @PTI_News  Dr Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires https://t.co/8U0Hi5yJ2U @ICMRDELHI @MoHFW_INDIA'",[],
2020-07-01 03:47:40,b'COVID-19 Testing Update . For more details visit: https://t.co/kCO4HOtrZK #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19 #CoronaUpdatesInIndia #COVID19 https://t.co/xgi7Q71otL',"['ICMRFIGHTSCOVID19', 'IndiaFightsCOVID19', 'CoronaUpdatesInIndia', 'COVID19']","Place(_api=<tweepy.api.API object at 0x7f1e8e4787b8>, id='504e739994acf111', url='https://api.twitter.com/1.1/geo/id/504e739994acf111.json', place_type='city', name='Kanpur', full_name='Kanpur, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1e8e4787b8>, type='Polygon', coordinates=[[[80.125067, 26.177178], [80.567058, 26.177178], [80.567058, 26.63457], [80.125067, 26.63457]]]), attributes={})"
2020-07-01 03:45:13,b'COVID-19 Testing Update . For more details visit: https://t.co/1bM0RfaDid #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19 #CoronaUpdatesInIndia #COVID19  @FOBRajourijk @FOBKathua @FOBDoda https://t.co/y92uFZRWUU',"['ICMRFIGHTSCOVID19', 'IndiaFightsCOVID19', 'CoronaUpdatesInIndia', 'COVID19']",
2020-07-01 03:44:39,b'COVID-19 Testing Update . For more details visit: https://t.co/tgeIgLSUgE #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19 #CoronaUpdatesInIndia #COVID19  @FOBAnantnag @FOBKangan @FOBSrinagar https://t.co/7XAcjnYThe',"['ICMRFIGHTSCOVID19', 'IndiaFightsCOVID19', 'CoronaUpdatesInIndia', 'COVID19']",
2020-07-01 03:44:18,"b'Dr Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires https://t.co/v4BaVZzf2K'",[],
2020-07-01 03:42:51,b'COVID-19 Testing Update . For more details visit: https://t.co/dI1pqvXAsZ #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19 #CoronaUpdatesInIndia #COVID19 https://t.co/vc1yxO0BOo',"['ICMRFIGHTSCOVID19', 'IndiaFightsCOVID19', 'CoronaUpdatesInIndia', 'COVID19']",
2020-07-01 03:40:08,"b'Indian vaccine manufacturer Bharat Biotech has announced obtaining approvals of Drug Controller General\xc2\xa0of India to initiate clinical trials for\xc2\xa0vaccine of Covid-19.  It is developed in collaboration with\xc2\xa0National Institute of Virology, ICMR. First Bharatiya vaccine for Corona.'",[],
2020-07-01 03:30:09,"b'Dr Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires https://t.co/KYdjz5Vn8t'",[],
2020-07-01 03:26:54,"b'Dr Raman Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires- The New Indian Express https://t.co/VJSMSdWIDI'",[],
2020-07-01 03:25:49,"b""#FightforPostponeJEEandNEET  #PostponeNEETandJEE if CTET,icmr jrf are written by students then what are we?if those exams postponed what about us icmr jrf to be held on July 12 nd jee on 18 neet on 26 it's not like in 1-2 weeks covid 19 gonna be vanish @DrRPNishank @SA_Bobde""","['FightforPostponeJEEandNEET', 'PostponeNEETandJEE']",
2020-07-01 03:06:27,b'TS govt issues warning notice to private diagnostic labs for not adhering to ICMR norms while conducting COVID\xe2\x94\x8019 tests https://t.co/HzPON7ygAy',[],
2020-07-01 02:50:00,"b'""We are getting similar reports wherein someone tested +ve in RT-PCR turns -ve in the 2nd test taken within 24 hours. We wanted to conduct a study but finding it difficult as the factors behind such variability are still unknown-Dr Nivedita Gupta, ICMR https://t.co/wkqg5bqDM5'",[],
2020-07-01 02:43:24,b'On #doctorsday2020 many thanks to all the doctors who have sacrificed everything in the fight against the Covid 19 epidemic. You are true Hero. \xf0\x9f\x99\x8f  (In pix: Dr Raman R Gangakhedkar face of ICMR in Covid communication. He retired recently) https://t.co/k7LP5rQ6ih',['doctorsday2020'],
2020-07-01 02:42:35,"b'Kudos to Bharat biotech for developing Covid-19 vaccine (COVAXIN) and getting approval for entering P1/2 clinical trial, in collaboration with NIV and ICMR. Your success in the past gives me hope!'",[],
2020-07-01 02:34:44,"b'\xe2\x80\x9cGlobal COVID-19 prevention trial of hydroxychloroquine to resume\xe2\x80\x9d. HCQ hope is still alive. The UK trial &amp; Indian ICMR trials may provide answers. 1) Does HCQ prevent Covid-19 infections? 2) If infected, can it prevent severe illness or hospitalization? https://t.co/XoYKsXGWGP'",[],
2020-07-01 02:31:00,"b""#Coronavirus news live updates:  * India's tally surges to 5,82,774; toll at 17,337  * US fatalities on rise with more than 1,000 deaths in 24 hours  Live Updates &gt;&gt; https://t.co/FdPG40EqOv https://t.co/MXamFsHnyM""",['Coronavirus'],
2020-07-01 02:26:46,"b'Dr Raman Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires, He will now join the prestigious Dr CG Pandit National Chair at the ICMR and will assist the research body from Pune. #NationalDoctorsDay #doctorsday2020 https://t.co/UMovcsUUZ9'","['NationalDoctorsDay', 'doctorsday2020']",
2020-07-01 02:03:33,"b""@dlifein @ankushwit @vishalrelwani @andrewkoski Yes. Exactly what the doctors in-charge of COVID-19 response teams are saying.  Some Findings of ICMR HCQ prophylaxis Trial are funny. Says that fear of Corona is there in 89% of normal population but just 54% in doctors. Most doctors didnt take HCQ. And there's reason for it. \xf0\x9f\x98\x80""",[],
2020-07-01 02:00:27,"b'ETHealthworld | Dr Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires #Henipavirus #Epidemiology #TheNationalAidsResearchInstitute #DrCgPanditNationalChair #Covid-19 #SavitribaiPhulePuneUniversity https://t.co/PfWDIY69hS'","['Henipavirus', 'Epidemiology', 'TheNationalAidsResearchInstitute', 'DrCgPanditNationalChair', 'Covid', 'SavitribaiPhulePuneUniversity']",
2020-07-01 01:31:22,"b'Dr Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires https://t.co/QVPJkxiJtu - shared via @ETHealthWorld App:'",[],
2020-06-30 23:28:52,b'ICMR\xe2\x80\x94India\xe2\x80\x99s National Research Agency\xe2\x80\x94Investigating Ivermectin &amp; Doxycycline as Potential Treatment for COVID-19 https://t.co/TFo2s0IVKJ',[],
2020-06-30 20:30:00,"b'Bharat Biotech has developed the potential vaccine in collaboration with the National Institute of Virology, and Indian Council of Medical Research (ICMR) https://t.co/hMclOcDgxP'",[],
2020-06-30 20:26:54,b'@ICMRDELHI Looks like Covid-19 has taken over the Main Website of ICMR. Speaks volume about emerging technologies.',[],
2020-06-30 19:34:04,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.  @ICMRDELHI @DBTIndia @icmr_niv #BharatBiotech #COVAXIN #covid19 #Collaboration #Indiafightscorona #makeinindia #ICMR #coronavirusvaccine https://t.co/VPeHL0jCnq""","['BharatBiotech', 'COVAXIN', 'covid19', 'Collaboration', 'Indiafightscorona', 'makeinindia', 'ICMR', 'coronavirusvaccine']",
2020-06-30 19:04:07,b'@BharatBiotech @ICMRDELHI @DBTIndia @icmr_niv did this vaccine pass all three stages of covid 19',[],
2020-06-30 19:03:49,b'India will start 1st time COVID-19 vaccine trial. Proud to be an Indian. Approved by ICMR. It is trial only.@Gani4497 @KSOMESWARRAO2 @JabivullaB https://t.co/XepwajTgIO',[],
2020-06-30 18:33:59,b'ICMR may study and revise their Covid-19 testing protocol if necessary ......................................@PMOIndia @MoHFW_INDIA @ICMRDELHI @CMO_Odisha @HFWOdisha @SecyChief                         https://t.co/KCPkM4xo64',[],
2020-06-30 18:17:58,"b'Dr Raman Gangakhedkar, the face of ICMR during Covid-19 pandemic, retires INDIA More: https://t.co/8XArRcxkW0'",[],
2020-06-30 17:50:37,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.  ICMR NIOH  Indian Council of Medical Research Department of Biotechnology,India . . #BharatBiotech #COVAXIN #covid19 #Collaboration #VaccinesWork #IndiaFightsCorona https://t.co/gsVug8eiMy""","['BharatBiotech', 'COVAXIN', 'covid19', 'Collaboration', 'VaccinesWork', 'IndiaFightsCorona']",
2020-06-30 17:43:39,"b'\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb World Ayurveda Foundation invites you to AYUR TALKS- the live webinar series with discussions involving Centre &amp; State AYUSH policy makers and other dignitaries in times of COVID-19  Live session with Dr Nandini K. Kumar, Ex Deputy DG, Sr. Grade (ICMR), VP -FERCI  1 July, 8 PM https://t.co/Kp4LOi3lQn'",[],
2020-06-30 17:35:22,b'Till now in India   Covid tests : 86 lac  Positives    : 5.85  lac  Recovered : 3 .47 lac Deceased : 17410 Active cases :  2.2 lac   Recovery rate : 59.43%  Death rate : 2.98%   #ICMR #COVID__19 #INDIA',"['ICMR', 'COVID__19', 'INDIA']",
2020-06-30 17:31:03,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech  @PMOIndia   @ICMRDELHI  @DBTIndia @icmr_niv   #BharatBiotech #COVAXIN #covid19 #Collaboration #Indiafightscorona #makeinindia #ICMR #coronavirusvaccine https://t.co/vhdndvKQTi""","['BharatBiotech', 'COVAXIN', 'covid19', 'Collaboration', 'Indiafightscorona', 'makeinindia', 'ICMR', 'coronavirusvaccine']",
