Time,Tweets,All_hashtags,Place
2020-07-01 15:45:32,b'More evidence  that HCQ can work....  https://t.co/rogQhx2GvP',[],
2020-07-01 15:45:16,"b""@mini_bubbly Let them find out the hard way that Remdesivir is no miracle cure for COVID-19. It'll be as useless as stocking up Hydroxychloroquine. They should have stocked up on something that's proven to prevent the spread of coronavirus: Face Masks. #WearAMask    https://t.co/EBIMjJ5Evj""",['WearAMask'],
2020-07-01 15:25:26,"b""@grawoig So, if I'm wrong please correct me, according to this article taking low doses of hydroxychloroquine on a regular basis is a good treatment for Covid-19.  Is that right?""",[],
2020-07-01 15:24:57,b'@Mikko7for7 Just 2 months ago America ended with 63M doses of a medication that does fuck all for COVID-19.    https://t.co/31kHbIWYkH',[],
2020-07-01 15:23:26,"b'#ivermectin &amp; #Hydroxychloroquine: A synergistic [safe, cheap, effective] combination for COVID-19 chemoprophylaxis and treatment [that\xe2\x80\x99s better than #remdesivir]? @StevePhillipsMD @JamesTodaroMD @BayAreaLyme @zev_dr @microbeminded2 https://t.co/scLZq1TyzV'","['ivermectin', 'Hydroxychloroquine', 'remdesivir']",
2020-07-01 15:20:49,b'@dungenessNW @TheDemocrats @WhiteHouse @GOP @realDonaldTrump https://t.co/0KduVyJjVn  Hydroxychloroquine might work. Just need to administer it before the person is on their death bed and in normal doses...',[],
2020-07-01 15:19:50,"b'@inthecopa @wvufanagent99 Choices:  Remdesivir ~ $2,100 It is not yet known if Remdesivir is safe and effective for the treatment of COVID-19. Not FDA approved drug.  Hydroxychloroquine ~ $11 This works.  FDA approved drug.'",[],
2020-07-01 15:17:52,"b'@britektire @mlzema Ntm, there was a HIGHER death rate among patients being administered HCQ. https://t.co/vQ8PxsmomZ'",[],
2020-07-01 15:16:10,b'How does acute therapy with Hydroxychloroquine work?  The reason Hydroxychloroquine works for COVID-19 is by its ability to bind to DNA and interfere with the virus\xe2\x80\x99s attack on hemoglobin by preventing the binding mechanism on hemoglobin.',[],
2020-07-01 15:12:48,b'Global COVID-19 prevention trial of hydroxychloroquine to resume https://t.co/OnWQb401xb',[],
2020-07-01 15:01:05,"b'@HKrassenstein @JoeBiden Remember that time a science journal retracted their research cause they had bad data.  Blindly following anyone is dogmatic, even if that person is labeled a scientist.   Think for your self look at the data.   Link: https://t.co/Vq6kryr6ed'",[],
2020-07-01 14:56:21,"b""Hey @realdonaldtrump. I hope you're also buying up all they Hydroxychloroquine. Once revealed I've found a lot of people taking it without side affects! Take it early &amp; it's an AFFORDABLE miracle drug!  US buys up world stock of Covid-19 drug remdesivir https://t.co/2Hs9D8VvwL""",[],
2020-07-01 14:53:04,b'In this episode of the @who fucks up. See how a drug that was deemed safe for decades was suddenly deemed dangerous and clinical trials haulted in response to a fraudulent observational study that no one bothered to scrutinize because it fit a narrative  https://t.co/G1z2J4l2Wk',[],
2020-07-01 14:44:30,"b'Nobody has to die from COVID-19. There is a known cure. The problem is getting the word out to all people, including the sheeple, with MSM in the way.  They will do EVERYTHING THEY CAN to stop people from knowing this fact.  Taken together: * Hydroxychloroquine  * ZPak * Zinc'",[],
2020-07-01 14:36:11,b'They still have to unload all the Hydroxychloroquine https://t.co/5UVL0mwtsl',[],
2020-07-01 14:23:42,b'How a False Hydroxychloroquine Narrative Was Created. \xe2\x80\x9cDangerous\xe2\x80\x9d When Used for Covid-19 https://t.co/UsBhqlanl7',[],
2020-07-01 14:08:40,"b'@realDonaldTrump Instead of deflecting on your incompetence &amp; mishandling of the COVID-19 Pandemic response &amp; lying about others being at fault take responsibility &amp; do something! Your silly promotion of Hydroxychloroquine only put more Americans in harms way! Wear a mask, listen to your experts!'",[],
2020-07-01 14:06:49,b'@MorningAnswer @WaltM2020 Surgisphere: governments and WHO changed Covid-19 policy based on suspect data from tiny US company https://t.co/YmV4Rs1rTy',[],
2020-07-01 13:59:41,b'Why is the COVID-19 mortality rate higher in Western Europe ? Explained here clearly by @gummibear737 - Hydroxychloroquine https://t.co/3IHSe0JwjG',[],
2020-07-01 13:59:16,"b'@kcnkickthecat @PeciskEN Goodbye. You can lead a horse to water but you cannot make it think.  Do some research, using CREDIBLE sources that are not in the pocket of the drugs companies.  Try reading this https://t.co/GvzlJkKniW'",[],
2020-07-01 13:55:03,b'I hope this is not as much of a waste of money as hydroxychloroquine was \xf0\x9f\xa4\xa1  US buys almost the entire global stock of potential COVID-19 treatment drug  https://t.co/Dhx1sFok49',[],
2020-07-01 13:54:56,b'@realjuliasong WHO?  Surgisphere: governments and WHO changed Covid-19 policy based on suspect data from tiny US company https://t.co/YmV4Rs1rTy',[],
2020-07-01 13:52:49,"b'BANNED 7 DAYS on FACEBOOK for this POST?... Indian Scientists Discover Hydroxychloroquine Treatment Prevents COVID-19, Vindicating President Trump'",[],
2020-07-01 13:47:22,"b'Lopinavir (an HIV/AIDS drug) had no significant effect on COVID-19, neither beneficial nor significantly deleterious. Hydroxychloroquine ""of no material value"" in treating COVID (Solidarity &amp; Recovery Trials), but no evidence of adverse effects.'",[],
2020-07-01 13:33:16,b'100 days \xe2\x9e\xa1\xef\xb8\x8f 3 practice-changing results  \xe2\x9d\x8c hydroxychloroquine \xe2\x9c\x85 dexamethasone \xe2\x9d\x8c lopinavir-ritonavir  The latest on treating hospitalised #COVID19 patients from the RECOVERY Trial: https://t.co/iVL4v24zYX | #coronavirus @MartinLandray @PeterHorby https://t.co/TeLYLlw7t1',"['COVID19', 'coronavirus']",
2020-07-01 13:31:21,"b'Hydroxychloroquine, chloroquine and other potential COVID-19 treatments  During two of this week\xe2\x80\x99s White House briefings, President Trump referred specifically to two potential treatments that have been identified by medical researchers and clinicians'",[],
2020-07-01 13:30:44,"b'@yogrishiramdev prepared a formula to deal with COVID-19, @realDonaldTrump @jairbolsonaro @BorisJohnson @MartinVizcarraC forget the hydroxychloroquine and remdesvir and buy this to save your people'",[],
2020-07-01 13:28:54,"b'Hydroxychloroquine, chloroquine and other potential COVID-19 treatments  During two of this week\xe2\x80\x99s White House briefings, President Trump referred specifically to two potential treatments that have been identified by medical researchers and clinicians.'",[],
2020-07-01 13:27:11,b'WHILE CORPORATE MEDIA REMAINS SILENT... The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster https://t.co/Kcy2cLSMOB via @grtvnews',[],
2020-07-01 13:25:25,b'NOT A CONSPIRACY BUT FACT! ... The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster https://t.co/nKxiTDWFUu via @grtvnews',[],
2020-07-01 13:24:09,b'@RepDanCrenshaw Big pharma (Gilead) has run a solid campaign against any innovation or the use of hydroxychloroquine. Follow the money. https://t.co/3wZPrijH9R',[],
2020-07-01 13:23:26,b'COMPROMISED AGENCIES AND BIG PHARMA HAVE BEEN LYING TO YOU... The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster https://t.co/dXZdbwuMeg via @grtvnews',[],
2020-07-01 13:22:01,b'Where is all the money to stock up on drugs coming from? Trump already has a warehouse full of hydroxychloroquine &amp; now he has bought out all the Remdesivir leaving other countries without any source for it. https://t.co/6O56qh5dW4',[],
2020-07-01 13:21:18,"b'YOU KNOW WHAT THEY SAY ABOUT FREE MEDICAL ADVICE... ESPECIALLY FROM A TV REALITY SHOW DOCTOR. Trump keeps suggesting that hydroxychloroquine is a reliable treatment for COVID-19, flying in the face of medical experts like Dr. Fauci https://t.co/tjmDFWGTXh 03 #FixThePolice'",['FixThePolice'],
2020-07-01 13:19:59,b'The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster https://t.co/YqDJru20in via @grtvnews',[],
2020-07-01 13:19:36,b'COVID 19: IT IS ESSENTIAL THAT YOU READ THIS...  The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster https://t.co/DEcQs9pVMY via @grtvnews',[],
2020-07-01 13:15:30,b'@houndcl @lebon80 @ColinGiacobi Maybe one say https://t.co/CRtdM6gvPD',[],
2020-07-01 13:11:49,"b'FYI  https://t.co/UR0ssjp3kF In the following article, a Yale researcher explains when and why hydroxychloroquine likely works.   https://t.co/NQL3q3FGo6'",[],
2020-07-01 13:11:37,"b'#Hydroxychloroquine twitter is a weird, weird place.  #Covid_19'","['Hydroxychloroquine', 'Covid_19']",
2020-07-01 13:06:45,"b'@Easterndmondbk @MissyJo79 @BriteEyes8 @walkawayAUS @EnemyOfTheLeft @FreeLion7 @marylene58 @nfulmer0827 @jessjackie50 @DonnaWR8 @BluehandRising @FoundinNV @p42428863 @RickWestergard @Tappy_95 @Wesleyk66198993 @MsSpy007 @slocke375 @martuk56 @RealBluehand @GOP @RealJamesWoods @realDonaldTrump @TheDemocrats @VP @anthonymentill4 @OANN @JudgeJeanine @marklevinshow @GovMikeHuckabee @TomFitton #Commiegibberish of the day  My response:  NO,take Hydroxychloroquine  AND stop donating to Communist UAW https://t.co/EXW8oRE8xH Texas UAW Shop Asks for COVID-19 Production Halt The Union wants the Arlington Assembly closed ""until the curve is flattened.\xe2\x80\x9d https://t.co/pQrK0PpY9D'",['Commiegibberish'],
2020-07-01 13:03:40,b'@KARMAIS77553324 @DailyMailCeleb And we surely remember this one  Global COVID-19 prevention trial of hydroxychloroquine to resume https://t.co/YZT4CAvVCi https://t.co/N5ds8Sdqfe',[],
2020-07-01 12:57:25,b'@TheCollectiveQ Surgisphere: governments and WHO changed Covid-19 policy based on suspect data from tiny US company https://t.co/YmV4Rs1rTy',[],
2020-07-01 12:57:10,"b'@AllanKirkhart @DanPariah I know you don\xe2\x80\x99t believe us scientists, but hydroxCl was given a fair shake.    There are scientists working around the clock trying to save us.   Really.   Not everyone is purely motivated by cash.   https://t.co/dTmsoNuUNu'",[],
2020-07-01 12:57:06,"b'""This extraordinary national effort has shown that two drugs used to treat hospitalised COVID patients throughout the world, hydroxychloroquine and lopinavir-ritonavir, do not improve survival, whilst one drug that was not recommended, dexamethasone, sav\xe2\x80\xa6 https://t.co/2cDf7GSRRD'",[],
2020-07-01 12:56:50,b'@zev_dr Surgisphere: governments and WHO changed Covid-19 policy based on suspect data from tiny US company https://t.co/YmV4Rs1rTy',[],
2020-07-01 12:56:08,"b""Hydroxychloroquine doesn't really work and might even be unsafe, lopinavir and ritonavir have no clinical benefit: https://t.co/OxPay9Dpyd. We don't seem to be any closer to a drug based solution for COVID-19.""",[],
2020-07-01 12:54:50,b'@BrianKarem @realDonaldTrump She\xe2\x80\x99s just mad that her #Hydroxychloroquine scam didn\xe2\x80\x99t work out. Why shouldn\xe2\x80\x99t Fauci speak out? Trump doesn\xe2\x80\x99t even talk to him. #Covid_19',"['Hydroxychloroquine', 'Covid_19']",
2020-07-01 12:51:39,"b'Dear @realDonaldTrump, @VP, and @WarRoomPandemic, @BillLeeTN @GovBillLee @AsaforAR @AsaHutchinson @GovHerbert @GovHolcomb HAS PRESIDENT TRUMP FOUND THE CURE ??? IT SEEMS SO !!! https://t.co/hNCJx1MDbf UNLEASH HYDROXYCHLOROQUINE + ZINC AGAINST THE WUHAN VIRUS !!!'",[],
2020-07-01 12:49:56,b'Global COVID-19 prevention trial of hydroxychloroquine to resume https://t.co/NdUmtppaF7',[],
2020-07-01 12:46:51,b'A Randomized Controlled Clinical Trial: Hydroxychloroquine for the Treatment of COVID-19 in Hospitalized Patients - https://t.co/sX5gBuotTd   #clinicaltrials #clinicaltrialssupport #clinicalresearch #research #drug #clinicaltrialsnews #oncology #pharma #pharmaceutical #biotech https://t.co/iN0fsoMMx7',"['clinicaltrials', 'clinicaltrialssupport', 'clinicalresearch', 'research', 'drug', 'clinicaltrialsnews', 'oncology', 'pharma', 'pharmaceutical', 'biotech']",
2020-07-01 12:45:04,b'I got banned fir 12 hours for posting a link about the use of Hydroxychloroquine to treat Covid-19 patients. Go figure\xf0\x9f\xa4\x94 https://t.co/KcNwGTHtO8',[],
2020-07-01 12:43:00,b'@BuckSexton Now we know why they had to destroy hydroxychloroquine.  1. It was anti-Trump 2. Their Chinese masters deemed it so. They will reap rewards of non- HCQ treatments. https://t.co/IPf11sUk0P',[],
2020-07-01 12:33:41,"b'Politics aside, hydroxychloroquine could (maybe) help fight COVID-19 https://t.co/eKYCSExnbQ'",[],
2020-07-01 12:25:10,b'@CT_Bergstrom Maybe because remdesivir isn\xe2\x80\x99t the holy grail of COVID-19 treatment and Gilead knows it? trump and his cronies $$$ invested in Gilead? Same w/Abbott tests and hydroxychloroquine.',[],
2020-07-01 12:24:44,b'Selected Articles: The Media Sabotage of Hydroxychloroquine Use for COVID-19 - Global ResearchGlobal Research - Centre for Research on Globalization https://t.co/4fnTROQtmQ',[],
2020-07-01 12:21:10,b'Long Island doctor tries new twist on hydroxychloroquine for elderly COVID-19 patients https://t.co/TM5tjyaHja via @nypmetro',[],"Place(_api=<tweepy.api.API object at 0x7f1e8e41e6d8>, id='317fcc4b21a604d5', url='https://api.twitter.com/1.1/geo/id/317fcc4b21a604d5.json', place_type='city', name='New Delhi', full_name='New Delhi, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1e8e41e6d8>, type='Polygon', coordinates=[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]), attributes={})"
2020-07-01 12:17:36,"b""@N8131313 @M8Octopus8 @JPaulJones1 @KimStrassel @realDonaldTrump The trial started a month ago There wasn't enough time to get that kind of definitive info There's something else going on https://t.co/svE9QnGQky""",[],
2020-07-01 12:17:10,b'@TheCollectiveQ Wake up!  Surgisphere: governments and WHO changed Covid-19 policy based on suspect data from tiny US company https://t.co/YmV4Rs1rTy',[],
2020-07-01 12:00:49,b'FDA revokes emergency authorization for chloroquine and hydroxychloroquine in COVID-19 treatment https://t.co/Zq53l6iF8t',[],
2020-07-01 11:32:34,b'This could be doubly embarrassing for the US considering trials are in the preliminary phase &amp; Remdesivir has only been tested on a small group of very sick COVID-19 patients.  [Flashback to Hydroxychloroquine trials] https://t.co/3WAxXpnn6p',[],
2020-07-01 11:29:57,"b""@GodWins_17 @AussieJ91 @BeMyEnemy @TeamTrump @realDonaldTrump I don't know what aaps is, but it's not true. From the regulator in Australia:  https://t.co/gKO1mB5nKt""",[],
2020-07-01 11:21:21,"b'@Jabrooker66 @pawprints_1 @SecAzar The FDA cautioned use of the drug under certain circumstances, as they are supposed to do to keep people safe. You know, google is a thing. https://t.co/lihCGACEwX'",[],
2020-07-01 11:18:28,"b'#DesperateTrump #TrumpIsAnIdiot  Really, we remember how #Hydroxychloroquine worked out for #TrumpIsNotWell &amp; now he is buying all of #Remdesivir which is not an approved drug for anything yet.  So #greedy &amp; typical for this selfish #idiotinthewhitehouse https://t.co/Xxa9AZq45l https://t.co/n91tjPG0wv'","['DesperateTrump', 'TrumpIsAnIdiot', 'Hydroxychloroquine', 'TrumpIsNotWell', 'Remdesivir', 'greedy', 'idiotinthewhitehouse']",
2020-07-01 11:18:21,b'How a False Hydroxychloroquine Narrative Was Created. \xe2\x80\x9cDangerous\xe2\x80\x9d When Used for Covid-19  https://t.co/gzF0X2xUZP',[],
2020-07-01 11:09:54,"b'@JoeBiden Fauci pushes: https://t.co/y32ryP6jKf While hydroxychloroquine + Zinc treats at $20 per unit. This is what @joebiden supports, a possible solution at 15,000% increase in cost. Science Joe Science!!!! @ScottAdamsSays @AdamBaldwin @RealJamesWoods'",[],
2020-07-01 11:04:13,b'Hydroxychloroquine and ivermectin: A synergistic combination for COVID-19 chemoprophylaxis and treatment? - Journal of the American Academy of Dermatology https://t.co/j0nBTuDOdv',[],
2020-07-01 10:59:08,b'COVID-19: Global COVID-19 prevention trial of hydroxychloroquine to resume https://t.co/wovFywJASf',[],
2020-07-01 10:58:19,b'UK regulator gives green light to clinical trial of hydroxychloroquine to prevent Covid-19 in healthcare workers https://t.co/ICCiyXblhV',[],
2020-07-01 10:56:58,"b'#HCQWorks A treatment for COVID-19, especially when given early, symptoms disappear rapidly and no damage is done to the lungs or organs.  Part of the treatment is HCQ which has been demonised and trials conducted with lethal dosis. https://t.co/YZ3iCHXwED'",['HCQWorks'],
2020-07-01 10:51:46,"b'@ChinaDaily In US, the maximum penalty for voting @realDonaldTrump is genocidal mass death from bleach poisoning, hydroxychloroquine poisoning, UV irradiation AND COVID-19 (which has DNA fingerprint originating from the west).  Online opinion important in curbing US genocide.'",[],
2020-07-01 10:41:08,"b""\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac Big Pharma Scam  Bill Gates, Fauci &amp; UK gov are murdering thousands of people to make $bn's of profits from ineffective #Remdesivir &amp; highly dubious vaccines  The Media Sabotage of Hydroxychloroquine. Doctors Worldwide Protest the Disaster https://t.co/GvzlJkKniW  #PMQs https://t.co/xKxuLHtzs0""","['Remdesivir', 'PMQs']",
2020-07-01 10:40:32,"b'@SheenaParish See also:  ""Hydroxychloroquine: The Drug Costa Rica Uses Successfully To Fight Covid-19""  https://t.co/gvRAxAVYyJ'",[],
2020-07-01 10:33:39,"b""This was Trump's plan all along; do nothing, wait for someone else to solve the problem, then attempt to take credit.  Meanwhile there is no evidence this drug cures COVID-19 any more than hydroxychloroquine.""",[],
2020-07-01 10:10:04,"b'@Acyn She just implied Trump read the brief, ignored it.  She also agrees with Uninformed Trump DISINFECTANT AND HYDROXYCHLOROQUINE cure COVID-19 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",[],"Place(_api=<tweepy.api.API object at 0x7f1e8e41e6d8>, id='512a8a4a4c4b4be0', url='https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json', place_type='city', name='Charlotte', full_name='Charlotte, NC', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1e8e41e6d8>, type='Polygon', coordinates=[[[-81.046876, 35.001706], [-80.646695, 35.001706], [-80.646695, 35.416412], [-81.046876, 35.416412]]]), attributes={})"
2020-07-01 09:59:07,"b'One netizen in India, who noticed a discrepancy in the published stats tweeted: \xe2\x80\x9c\xe2\x80\xa6 at p=0.05, you could not reject hazards ratio of 1, therefore used p=0.1. Statistically, you did not determine with 95% confidence that hcq increases the risk of fatality.\xe2\x80\x9d https://t.co/UZuJ51V34L'",[],
2020-07-01 09:53:41,"b'@davidasymons You\xe2\x80\x99re obfuscating. The Orange Idiot King said hydroxychloroquine was a cure for COVID-19. When did the failed mail order steak salesman/game show host  become an immunologist? Oh that\xe2\x80\x99s right he\xe2\x80\x99s not, he just \xe2\x80\x9cfeels good\xe2\x80\x9d about it. https://t.co/CVt3qgoExw'",[],
2020-07-01 09:53:25,"b'In March, Trump said hydroxychloroquine could be a game-changer and that he was taking it himself  The FDA revoked emergency use authorisation for drug to treat COVID19 after trials showed no benefit  Potential as preventative medicine still needs study  https://t.co/s8Z6IBUSeQ'",[],
2020-07-01 09:50:10,b'The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster - Global Research https://t.co/fFRKQy7sS0',[],
2020-07-01 09:48:20,b'The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster https://t.co/mkUKV1ccEH via @grtvnews',[],
2020-07-01 09:48:03,b'How a False Hydroxychloroquine Narrative Was Created. \xe2\x80\x9cDangerous\xe2\x80\x9d When Used for Covid-19 https://t.co/q9mbX1Mipp via @grtvnews',[],
2020-07-01 09:34:59,"b""There is now $200,000 on offer for any physician to PROVE that Hydroxychloroquine, Zinc &amp; Azythromycin do *NOT* work against covid-19 - so confident are they that this works. So why are we being 'sold' something that is less efficacious (but 100x more expensive)? #ZelenkoProtocol https://t.co/qZ8wDLiUAT""",['ZelenkoProtocol'],
2020-07-01 09:28:35,b'COVID-19: Global COVID-19 prevention trial of hydroxychloroquine to resume https://t.co/6Syzd3wCQJ https://t.co/FSwBOjdNgK',[],
2020-07-01 09:07:12,"b'@SenImeeMarcos One of the reasons Turkey has one of the lowest Covid 19 mortality rate in the world is that, their medical professionals use Hydroxychloroquine early in the treatment of Covid 19 patients.'",[],
2020-07-01 09:06:18,b'@realDonaldTrump Look at what happened over hydroxychloroquine. America has so much of this drug it cannot get rid of it because Donald J Trump endorsed it! Now he buys up this new drug that only Reduces COVID-19 by four days! Will America be left with a stockpile of this drug? Yes!',[],
2020-07-01 08:49:25,b'Global #COVID19 prevention trial of #hydroxychloroquine to resume https://t.co/ntvkViT3gf | #health #healthcare #healthnews #IndiaIncfightsCovid19',"['COVID19', 'hydroxychloroquine', 'health', 'healthcare', 'healthnews', 'IndiaIncfightsCovid19']",
2020-07-01 08:48:11,b'When this\xf0\x9f\x91\x87 can be used  #Hydroxychloroquine(HCQ) #Remdesiver(Covifor) #Favipiravir(Fabiflu) #Dexamethasone  If this r not cure then Y it is being used?\xf0\x9f\xa4\x94  If this can be used then Y not #Coronil?\xf0\x9f\xa4\x94  If r this r treatment then Y not #Coronil?\xf0\x9f\xa4\x94  #coronavirus #COVID19  #Covid_19',"['Hydroxychloroquine', 'Remdesiver', 'Favipiravir', 'Dexamethasone', 'Coronil', 'Coronil', 'coronavirus', 'COVID19', 'Covid_19']",
2020-07-01 08:47:24,b'Domingo on hydroxychloroquine says it does not lessen the COVID-19 mortality rate along with its side effects in the heart',[],
2020-07-01 08:44:00,"b'The Media Sabotage of #Hydroxychloroquine Use for #COVID19: Doctors Worldwide Protest the Disaster -  \xc2\xabMedia and #BigPharma are in lockstep to suppress a cheap, life-saving Covid-19 therapy in order to reap #pandemic-sized profits\xc2\xbb https://t.co/Ub1zsQ3SG9'","['Hydroxychloroquine', 'COVID19', 'BigPharma', 'pandemic']",
2020-07-01 08:39:01,"b""@quiscustodis @aysegul_koker @TheLancet You've been lied to. Sorry ONE paper (the Chinese one) Withdrawn due to complaints about methodology  The deaths due to the use of HChQ still occurred https://t.co/r1D1jx6D4m""",[],
2020-07-01 08:38:36,"b'\xc2\xbb How a False Hydroxychloroquine Narrative Was Created. ""Dangerous"" When Used for Covid-19 - Global ResearchGlobal Research - Centre for Research on Globalization https://t.co/LjaAsScNXm'",[],
2020-07-01 08:36:15,b'\xc2\xbb The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster - Global ResearchGlobal Research - Centre for Research on Globalization https://t.co/im66FNNEtW',[],
