Time,Tweets,All_hashtags,Place
6/30/2020 19:30,"b""@Ernestoalexan @NateSilver538 Here's a good COVID-19 resource: COVID-19 vaccine tracker https://t.co/KAgFWOGxQe""",[],
6/30/2020 19:30,b'@JoyceWhiteVance This grandma intends to be around to vote Trump out in November and in line to get one of the first shots of vaccine for COVID-19.',[],
6/30/2020 19:30,"b""#SodustrendsHealth - Coronavirus Vaccine Update   .  .  .  .  The Chinese government has approved the use of an experimental Covid-19 vaccine for the country's military -- the latest step in a global race to\xe2\x80\xa6 https://t.co/nBCAnK1DDk""",['SodustrendsHealth'],
6/30/2020 19:30,"b""COVAXIN, India's first COVID-19 vaccine candidate, set for Phase I, II human trials https://t.co/6RoasGajZl https://t.co/u2dEF09ZQa""",[],
6/30/2020 19:29,"b""India's first COVID-19 vaccine candidate 'COVAXIN' approved for human trials  https://t.co/VRNxeFkhTa -via @inshorts""",[],
6/30/2020 19:29,"b'@Robzilla480 @puda_sheilam @Jameslee101 @prinkarey @BeautBoulevards @drcarroll @RepAndyBiggsAZ The flu vaccine can still give some immunity if it isn\'t the top 3-4 flu\'s occurring in the S. Hemisphere. Flu\'s mutate &amp; Covid-19 may as well. Good books to read are ""The Great Influenza"", ""The Coming Plague"" &amp; ""Betrayal of Trust"".'",[],
6/30/2020 19:28,b'Sign the petition to make sure that any #COVID19 vaccine developed with public money is made affordable to all #Coronavirus https://t.co/403krnd2MK',"['COVID19', 'Coronavirus']",
6/30/2020 19:27,"b'Question.. according to the CDC, at best a vaccine for Covid-19 would have a 60% success rate, just like a FLU vaccine. So that means that despite getting vaccinated 40% would still be vulnerable.. Sound good to you? https://t.co/Lcleu5BF2s'",[],
6/30/2020 19:27,"b""Fauci says no guarantee #US will have effective COVID-19 #vaccine, warns spread 'could get very bad'  https://t.co/rQGuR9xcGh""","['US', 'vaccine']",
6/30/2020 19:27,"b""Inovio's COVID-19 vaccine candidate is not morally produced. It uses HEK-293 cells derived from an aborted fetus.""",[],
6/30/2020 19:27,"b'\xe2\x80\x9cWe have no vaccine or really effective antivirals. We are, if you like, reduced to these almost medieval methods of infection control.\xe2\x80\x9d Michael Baker @publichealthUOW describes the importance of contact tracing in controlling covid-19, on \xe2\x80\x9cBabbage\xe2\x80\x9d https://t.co/OC96gbzNH8'",[],
6/30/2020 19:26,b'Most concerning headline I\xe2\x80\x99ve seen since the start of the pandemic. Who would get a vaccine that may only be 51% effective??? That wouldn\xe2\x80\x99t make me feel safe!!! https://t.co/Mjl7hdUoOk',[],
6/30/2020 19:26,"b""Anthony Fauci: 'No guarantee' coronavirus vaccine will be ready by early 2021 https://t.co/aptXPrR99K via @nypost""",[],
6/30/2020 19:26,"b""@kj_fetishmodel I understand and respect waiting.  I hope you're not waiting for a cure, because it's a virus, like the flu and there will never be a cure.  But there will be a vaccine for COVID 19 some day, hopefully soon!""",[],
6/30/2020 19:24,"b""#Canadian #University Developing New 'Edible #Vaccine' for COVID-19 - 21st Century Wire https://t.co/VqaJOe5WZH""","['Canadian', 'University', 'Vaccine']",
6/30/2020 19:23,"b""Health Canada now stocking Chinese army's COVID-19 vaccine for human trials https://t.co/f0m0JKkCGa via @RebelNewsOnline""",[],
6/30/2020 19:22,"b""\xe2\x80\x9cImagine this was a vaccine,\xe2\x80\x9d he said. \xe2\x80\x9cThat would be a firestorm. But perhaps this is a taste of things to come.\xe2\x80\x9d  Still... looking at the state of the USA currently, they're likely to need it more than anywhere else.  https://t.co/zZyZqkHJAl""",[],
6/30/2020 19:22,b'According to reports Bio firm Astrazeneca is on its phase 3 ( human trials) of the covid 19 vaccine. The CEO stated that the vaccine is already in production so when approved @ the end of summer it can be shipped by Sept/Oct with the US getting over 300m doses.',[],
6/30/2020 19:22,"b""Black Lives Matter what's up with the Madagascar cure for COVID-19 it seems you all waiting for White man vaccine.  Just asking...""",[],
6/30/2020 19:22,b'China approves experimental Covid-19 vaccine for military use https://t.co/qY1Efo9d7n',[],
6/30/2020 19:22,"b""Inovio's COVID-19 vaccine candidate shows promise in early-stage trial... https://t.co/sIo4TsgZQ5""",[],
6/30/2020 19:22,b'The line is forming for a COVID-19 vaccine  Who should be at the front? ---&gt; https://t.co/F8CkKw1UGR https://t.co/nQHEb7TUy4',[],
6/30/2020 19:21,"b'@thechrisbuskirk @seanmdav I definitely think too many vaccines are given to children, and too soon. And I do not personally take the flu vaccine. But I am in the highest risk group for the COVID-19 virus, &amp; now stuck at home for months. So yes, I would take the new vaccine.'",[],
6/30/2020 19:21,"b""Anthony Fauci: 'No guarantee' coronavirus vaccine will be ready by early 2021  WHO'S GOING TO TAKE IT?  SHITTTTTT!!!! https://t.co/kzHnmpNDvt via @nypost""",[],
6/30/2020 19:21,b'Race for a #Covid_19 #vaccine https://t.co/ihloyyAbUp',"['Covid_19', 'vaccine']",
6/30/2020 19:20,"b""@jamiecoulsontv @BBCLookNorth @31_respiratory @BTHFT @docjohnwright This report &amp; interview should fully address Mr. Bodmer`s vaccine inquiry, but shouldn`t put the nose out of joint @philbodmer; https://t.co/z4VsJnXjwl  'High hopes' drug Remdesivir for Covid-19 treatment failed in full trial                             https://t.co/pv6fN87J1c""",[],
6/30/2020 19:20,"b'As the pandemic surges in his hometown, Dr. @PeterHotez is juggling two focuses: developing a low-cost vaccine for covid-19 @TexasChildrens, while combating antiscience.  https://t.co/jcMpwQ00M5'",[],
6/30/2020 19:20,"b'Back in March the consensus among smart people who know things was that we were 12-18 months from a COVID-19 vaccine. With that in mind, I\xe2\x80\x99ve been thinking on an 18-month timeline all along. We are at 22% right now. Long way to go, friends.'",[],
6/30/2020 19:20,b'There\xe2\x80\x99s been a lot of uncertainty about how vaccines are being brought to bear against the Covid-19 pandemic \xe2\x80\x93 Anthony King answers some of the most common questions making the rounds   https://t.co/fn7ew8L9JM',[],
6/30/2020 19:18,b'Dr. Anthony Fauci offers harsh reality check on COVID-19 vaccine https://t.co/0X7ANQ9ejd',[],
6/30/2020 19:18,"b'China moves forward with COVID-19 vaccine, approving it for use in military https://t.co/9mHCI6ksYa'",[],
6/30/2020 19:17,"b'This young, Black, female scientist from NC leads efforts to find a COVID-19 vaccine https://t.co/CqbIIb8sbu'",[],
6/30/2020 19:17,"b""FDA makes it clear that just being immunogenic, without proof of protection, won't suffice for approval of a Covid-19 vaccine.    https://t.co/YTZ3gZnhFn via @WSJ""",[],
6/30/2020 19:17,"b'Pressed by Sanders, Trump Health Officials Agree Everyone in US Should Be Able to Get Covid-19 Vaccine Regardless of Income - https://t.co/EKg0Rwo39T via @commondreams'",[],
6/30/2020 19:17,b'\xf0\x9f\x8f\x81 Ready. Set. Go! The race to create a #COVID19 vaccine. https://t.co/Ytt89NtaM0 https://t.co/FS4kmene8u',['COVID19'],
6/30/2020 19:17,b'FDA will require a covid-19 vaccine be at least 50 percent more effective than a placebo https://t.co/Nyo1a0tP9h Placebo the great 0 pill. Half better than zero made news??? LOL',[],
6/30/2020 19:17,"b'""If the difficulty of getting people to wear a mask teaches us anything, it\xe2\x80\x99s that Americans are suspicious and stubborn and don\xe2\x80\x99t want to be told what to do,"" writes @atompkins. https://t.co/M7M5wbY4Zs'",[],
6/30/2020 19:16,"b""Fauci says no guarantee U.S. will have effective COVID-19 vaccine, warns spread 'could get very bad' https://t.co/Y9RW9eTHms""",[],
6/30/2020 19:16,b'@RohitSardana0 Corona vaccine to covid-19 https://t.co/nKHxjMAiFI',[],
6/30/2020 19:16,"b'FDA will require a covid-19 vaccine be at least 50 percent more effective than a placebo https://t.co/BLU5VJhF9G makes sense, since a placebo is actually NOTHING..lol'",[],
6/30/2020 19:16,b'Explainer: how is the vaccine pipeline for Covid-19 looking? | News | Chemistry World: https://t.co/hohOr7HDHH',[],
6/30/2020 19:15,b'The line is forming for a COVID-19 vaccine. Who should be at the front? https://t.co/K90G4A6pbn',[],
6/30/2020 19:15,"b""Anthony Fauci: 'No guarantee' coronavirus vaccine will be ready by early 2021 https://t.co/lReXqWR8Kw via @nypost""",[],
6/30/2020 19:15,b'Dr. Anthony Fauci offers harsh reality check on COVID-19 vaccine  By the way....vaccines are poison. There is never going to be a \xe2\x80\x9csafe and effective \xe2\x80\x9c poison \xf0\x9f\x99\x84 https://t.co/sJZlw99C04',[],
6/30/2020 19:15,b'Explainer: how is the vaccine pipeline for Covid-19 looking? | News | Chemistry World: https://t.co/wsFtSsn05y',[],
6/30/2020 19:15,b'Mat Staver: The COVID-19 Vaccine Will Include \xe2\x80\x9cthe DNA of Murdered Children\xe2\x80\x9d https://t.co/bVYQsGLvk3 https://t.co/NeovwABjtG',[],
6/30/2020 19:15,b'Beijing approves experimental COVID-19 vaccine for use in Chinese military https://t.co/F01mtt0baw https://t.co/81a6Oah62N',[],
6/30/2020 19:15,"b'China moves forward with COVID-19 vaccine, approving it for use in military | Ars Technica https://t.co/6YqRSIW71e'",[],
6/30/2020 19:15,"b'China moves forward with COVID-19 vaccine, approving it for use in military https://t.co/fzdzfT1a52 https://t.co/0ymwEU85Qz'",[],
6/30/2020 19:15,b'Wearing a mask and social distancing are the best defense against covid-19 until a proven vaccine is discovered.  #ElectBobOlsenAZ8  https://t.co/j1cFF9kEty  https://t.co/ZxsV0FZrnV',['ElectBobOlsenAZ8'],
6/30/2020 19:15,"b'Experts and campaigners are alarmed both by the US unilateral action on\xc2\xa0remdesivir\xc2\xa0and the wider implications, for instance in the event of a vaccine becoming available https://t.co/hoRf1QOAWj'",[],
6/30/2020 19:15,"b'How bout we listen to the scientists for a change, rather than politician who would wish this nuisance away.  https://t.co/i5ISJtfCtb'",[],"Place(_api=<tweepy.api.API object at 0x7f4ff7ba1630>, id='65ab99feec5c8213', url='https://api.twitter.com/1.1/geo/id/65ab99feec5c8213.json', place_type='city', name='Kokomo', full_name='Kokomo, IN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f4ff7ba1630>, type='Polygon', coordinates=[[[-86.233407, 40.40379], [-86.051017, 40.40379], [-86.051017, 40.541662], [-86.233407, 40.541662]]]), attributes={})"
6/30/2020 19:14,"b'\xf0\x9f\x92\x89#Inovio claims positive results on #COVID19 #vaccine but critical data are missing \xc2\xbb https://t.co/qJwDUv2zfm @InovioPharma said that its investigational Covid-19 vaccine had \xe2\x80\x9cpositive\xe2\x80\x9d results, but its announcement lacked critical details.'","['Inovio', 'COVID19', 'vaccine']",
6/30/2020 19:14,b'The line is forming for a COVID-19 vaccine. Who should be at the front? https://t.co/g2qoEE89Nz',[],
6/30/2020 19:14,b'https://t.co/Gn44guB4fk KEEP PRAYING FOR A SUCCESSFUL VACCINATION!!',[],
6/30/2020 19:13,"b""Fauci says no guarantee U.S. will have effective COVID-19 vaccine, warns spread 'could get very bad' https://t.co/FunAnVoQwV #News #Bibleprophecy #Truth #Knowledge #Wisdom #Economist #Endtimes #Revelation""","['News', 'Bibleprophecy', 'Truth', 'Knowledge', 'Wisdom', 'Economist', 'Endtimes', 'Revelation']",
6/30/2020 19:13,"b'Black people are the first targets of the Bill Gates vaccines\xe2\x80\xa6 ever wonder why? \xe2\x80\x93 [Natural News]: As researchers around the world are scrambling to come up with a COVID-19 vaccine, many of... https://t.co/fgfQyMdpJl https://t.co/pXJ8GRGYDD'",[],
6/30/2020 19:12,b'Dr. Anthony Fauci offers harsh reality check on COVID-19 vaccine https://t.co/PIjpcevWDq',[],
6/30/2020 19:12,b'Dr. Anthony Fauci offers harsh reality check on COVID-19 vaccine https://t.co/0BnDOrUHf6',[],
6/30/2020 19:12,"b""@GuardianUS Let's hope the country who invents the Covid 19 vaccine don't remember this impudent move of the US...""",[],
6/30/2020 19:12,"b""Africa urges no 'obstacles' to a COVID-19 vaccine for all - ABC News - https://t.co/WORIfaTFCn via @ABC""",[],
6/30/2020 19:12,"b""Anthony Fauci: 'No guarantee' coronavirus vaccine will be ready by early 2021 https://t.co/KAtzmDyP7d via @nypost""",[],
6/30/2020 19:12,b'Dr. Anthony Fauci offers harsh reality check on COVID-19 vaccine https://t.co/Tidug3dHqi',[],
6/30/2020 19:12,"b'Some good news, the COVID-19 virus is mutating slowly, helping efforts to find a vaccine https://t.co/zaMS29vPIJ #goodnews'",['goodnews'],
6/30/2020 19:11,"b'""national vaccine plan \xe2\x80\x94 to be sure ... the COVID-19 vaccine ends with shots that really are safe, truly protect and are available to all Americans who want, one. \'We can\xe2\x80\x99t take for granted this process will be free of political influence,\xe2\x80\x9d Murray said.\'"" https://t.co/mfievaw3s0'",[],
6/30/2020 19:11,b'The FDA issues guidance to pharmaceutical companies and others racing to create a COVID-19 vaccine.  https://t.co/gc7ap9eCQf https://t.co/wa8rSOitGu',[],
6/30/2020 19:11,"b""Inovio's COVID-19 vaccine candidate shows promise in small early-stage trial https://t.co/26NlO6IhRD $INO shares, which have climbed 700% this year, tumbled after analysts pointed to limited data on effectiveness from the company's release, by @Manasmishra24 and Trisha Roy""",[],
6/30/2020 19:11,b'FDA guides on COVID-19 vaccine approval criteria https://t.co/DmiCc5V314 Great Dividend Stock BUY PFE!',[],"Place(_api=<tweepy.api.API object at 0x7f4ff7ba1630>, id='1496f43fd8a3341f', url='https://api.twitter.com/1.1/geo/id/1496f43fd8a3341f.json', place_type='city', name='Fall River', full_name='Fall River, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f4ff7ba1630>, type='Polygon', coordinates=[[[-71.195676, 41.603903], [-71.101605, 41.603903], [-71.101605, 41.7682983], [-71.195676, 41.7682983]]]), attributes={})"
6/30/2020 19:11,"b'Is Moderna and NIH Partnership ""Rotten To The Core""? Covid-19 vaccine partners https://t.co/OCs8WzBTAJ via @YouTube'",[],
6/30/2020 19:11,"b'The FDA releases guidance outlining its conditions for approving a Covid-19 vaccine, including a requirement that any vaccine be at least 50% more effective than a placebo in preventing the disease. https://t.co/IT1l0TAZWC'",[],
6/30/2020 19:10,"b'Civic Technologies has partnered with Circle Medical, an affiliate of San Francisco-based hospital UCSF Health, which will use the app so hundreds of its employees can prove they\xe2\x80\x99ve tested negative to COVID-19 and, once a vaccine is available, have received it'",[],
6/30/2020 19:10,"b""This is disturbing. I sincerely hope this doesn't happen if/when a vaccine becomes available  US buys up world stock of key Covid-19 drug  https://t.co/EddxAWsgXx""",[],
6/30/2020 19:10,"b'@realDonaldTrump @POTUS Running scared, lover? https://t.co/xXLvWxfC4W https://t.co/ulpMUYeLgj'",[],
6/30/2020 19:10,"b""I hope this reminds everyone that even when a vaccine is approved, it's not a slam dunk prophylactic   FDA will require covid-19 vaccine to be at least 50 percent more effective than placebo, agency says  https://t.co/l8rj5FyToe""",[],
6/30/2020 19:10,b'\xe2\x80\x9c#Vaccines such as @InovioPharma\xe2\x80\x99s that are based on genetic material... have gained momentum as teams race to develop a vaccine... The approach represents a shortcut compared with traditional techniques that involve manipulating samples of the virus itself...\xe2\x80\x9d #COVID__19 https://t.co/2EBHhclFaO',"['Vaccines', 'COVID__19']",
6/30/2020 19:10,"b'Despite anyone\xe2\x80\x99s best efforts, there will always be a segment of the population who ignores evacuation orders during a natural disaster, shuns the flu vaccine, and laughs in the face of a global pandemic.  More on the psychology behind that here:  https://t.co/ZLaQdPpwJO'",[],
6/30/2020 19:10,"b'We can stop the spread of COVID-19 -- without a vaccine. We need to mask, and maintain distance. #MaskUpIA https://t.co/lsgLFAipr8'",['MaskUpIA'],
6/30/2020 19:09,b'China approves experimental Covid-19 vaccine for military use  https://t.co/25Wnnt9mre',[],
6/30/2020 19:09,b'FDA will require a covid-19 vaccine be at least 50 percent more effective than a placebo https://t.co/53UB4NGQQA  #COVID19 #VaccinesWork  #vaccine',"['COVID19', 'VaccinesWork', 'vaccine']",
6/30/2020 19:09,"b'""The largest cost of COVID-19 could arise from changes in behavior long after the immediate health crisis is resolved. ... Even if a vaccine cures everyone in a year, the Covid-19 crisis will leave its mark on the US economy for many years to come."" https://t.co/obSzlnblu4'",[],
6/30/2020 19:08,b'China Is Providing a Controversial COVID-19 Vaccine to Its Military https://t.co/D3oQObxsCV https://t.co/G0PcfjSqGj',[],
6/30/2020 19:08,"b""@Based_Irish @SteveLong71 @Braveheart_USA How do you think we get to herd immunity before a vaccine? Half a million dead. You're saying that's better than temporary sheltering &amp; masks? https://t.co/42Ar0xwkcB""",[],
6/30/2020 19:08,"b""COVAXIN, India's First COVID-19 Vaccine Candidate, Set For Phase I, II Human Trials - NDTV https://t.co/ePdLLcUrEg""",[],
6/30/2020 19:08,b'Won\xe2\x80\x99t be taking the vaccine anyways.. it\xe2\x80\x99s poison  https://t.co/ssPIhXOcuk',[],
6/30/2020 19:08,b'Static Stock Sinov\xd0\xb0c Moves Closer to a Covid-19 Vaccine - #Stocks #Sinovac $SVA #Covid19Vaccine  - via @CapitalWatchCom https://t.co/rHokiyvzVa',"['Stocks', 'Sinovac', 'Covid19Vaccine']",
6/30/2020 19:07,"b'@Robzilla480 @puda_sheilam @Jameslee101 @prinkarey @BeautBoulevards @drcarroll @RepAndyBiggsAZ There may be no herd immunity for Covid-19. It appears antibodies only last for 90 days. That is why a 2nd wave is occurring in Asia. A vaccine is the only promise of preventing Covid-19, much like an annual flu shot that targets the most prevalent flus in the southern hemisphere'",[],
6/30/2020 19:06,"b""Fauci says no guarantee U.S. will have effective COVID-19 vaccine, warns spread 'could get very bad' https://t.co/URP5APgigf""",[],
6/30/2020 19:06,"b'@SaraCarterDC @JoeBiden @JennieSTaer Since the US handed over billions to the WHO, and got kicked in the ass by these corrupt people that benefited from the free money for their own gain. How is they already have pills on the market &amp; a covid-19 vaccine \xf0\x9f\x92\x89 that\xe2\x80\x99s been in the works since 2016? https://t.co/T40WDuIpup'",[],
6/30/2020 19:06,b'The FDA\xe2\x80\x99s new summary guidance says no Covid-19 vaccine will be approved unless a company has clearly demonstrated proof of safety and effectiveness through a clinical study     https://t.co/jlQX8Qdsc9 via @WSJ',[],
6/30/2020 19:05,"b'China moves forward with COVID-19 vaccine, approving it for use in\xc2\xa0military https://t.co/nP5nOYT6KG'",[],
6/30/2020 19:05,"b'via @PerilofAfrica India Launches Human Trials for Its First COVID-19 Vaccine: Developed by Biotechnology Company Bharat Biotech, the vaccine which is India\xe2\x80\x99s first indigenous experimental vaccine against the viral respiratory infection will be tested at\xe2\x80\xa6 https://t.co/sBFv5VYBZN'",[],
6/30/2020 19:04,b'@BharatBiotech @ICMRDELHI @DBTIndia @icmr_niv did this vaccine pass all three stages of covid 19',[],
6/30/2020 19:03,"b'One thing is clear. We cannot just develop a vaccine for COVID-19, call it \xe2\x80\x9cjob done\xe2\x80\x9d and rev the economic engines back into the red.   https://t.co/XFNuhS5RlB'",[],
6/30/2020 19:03,b'India will start 1st time COVID-19 vaccine trial. Proud to be an Indian. Approved by ICMR. It is trial only.@Gani4497 @KSOMESWARRAO2 @JabivullaB https://t.co/XepwajTgIO',[],
6/30/2020 19:03,b'Praying for its success! \xf0\x9f\x99\x8f #COVAXIN  #COVID19   https://t.co/k9KWzArPnG',"['COVAXIN', 'COVID19']",
6/30/2020 19:03,"b'https://t.co/Gdg3Ox9ctA   Corona Virus Vaccine - COVAXIN   July 2020 , trials scheduled.  #rayofhope #imc #bb'","['rayofhope', 'imc', 'bb']",
6/30/2020 19:03,b'Sign the petition to make sure that any #COVID19 vaccine developed with public money is made affordable to all #Coronavirus https://t.co/SSpgz3y01r',"['COVID19', 'Coronavirus']",
6/30/2020 19:02,"b'CanSino Biologicals\' Covid vaccine \'Ad5-nCoV\' approved for ""military use""  https://t.co/AuR889U7nf'",[],
6/30/2020 19:02,"b""Too late, already bad. Poor gov't response, states opening too son, young people don't give a flip. https://t.co/VaHhpyRECa""",[],
6/30/2020 19:02,b'@StableC19Genius @samstein AstraZeneca AD1222 SAR-CoV-2 vaccine candidate Phase 1 trial results were not available as of 23 June.  The animal results were underwhelming.  https://t.co/efjecssAx4',[],
6/30/2020 19:02,b'No wonder Dr. Deep State is worried... The HCQ trails are starting again and there goes his &amp; Gates vaccine out the window...  https://t.co/MyHececsbc',[],
6/30/2020 19:02,b'Slow and Steady wins the race..\xe2\x9c\x8c\xef\xb8\x8f  https://t.co/ePugeraPAv',[],
6/30/2020 19:02,"b'So, I was up nearly 574% with Inovio until the stock fell as soon as it disclosed early-stage data for its COVID-19 vaccine https://t.co/9szZ762oOP'",[],
6/30/2020 19:01,"b'With constant bad news about negative COVID-19 trends, it can foster feelings of despair and helplessness.  Let\xe2\x80\x99s switch gears for a moment &amp; accentuate the positive.  The response to develop vaccines for COVID-19 is unprecedented. Read our blog for more: https://t.co/qxdpiwutIy https://t.co/YAApivioNX'",[],
6/30/2020 19:01,"b'Complex Event Analysis on latest NEWS:  20200630 1201 PST  Top News Focus :  (covid-19,drug), (covid-19,vaccine), (covid-19,fda) https://t.co/tsfDdlxIk4'",[],
6/30/2020 19:01,b'@piersmorgan I\xe2\x80\x99m pretty sure @DrAnthonyF owns the patterns for a HIV drug that he firstly withheld but now makes millions from it and no doubt he\xe2\x80\x99ll own the patterns for the COVID-19 vaccine',[],
6/30/2020 19:01,"b'#AccedoConectadosPorTi  Top 3: News  1. China approves COVID-19 vaccine for military use, skips final phase of testing \xf0\x9f\xa4\xa9 2. Astronomers witness black hole collision give off unexpected light \xf0\x9f\x94\xad 3. South pole warming three times faster than rest of the world \xf0\x9f\x8c\x8e https://t.co/XygGUMoRDu'",['AccedoConectadosPorTi'],
6/30/2020 19:00,b'Manifest the vaccine for Covid-19.  Manifest that.',[],
6/30/2020 19:00,b'Do you plan to get a COVID-19 vaccine if one becomes available? via @SmartBrief https://t.co/DFB27GKXE2',[],
6/30/2020 19:00,b'Cannabis Components To Be Used In Potential COVID-19 Vaccine . #cannabis #lacannabis #losangeles #cannabisdelivery #lacannabisdelivery #losangelescannabisdelivery https://t.co/28MudsLBwR https://t.co/Qzxb3i7wsh',"['cannabis', 'lacannabis', 'losangeles', 'cannabisdelivery', 'lacannabisdelivery', 'losangelescannabisdelivery']",
6/30/2020 19:00,"b'UPDATE: Spain plans to create own COVID-19 vaccine in few months, minister of science says  #SputnikUpdates https://t.co/k9Jy04MOQr'",['SputnikUpdates'],
6/30/2020 19:00,"b'If history tells us anything, we know that just about anything could or will go wrong if the CDC adds the COVID-19 mRNA vaccine on the newborn vaccine schedule. https://t.co/W3YJ9A7CXe'",[],
6/30/2020 19:00,"b'With more than 140 vaccines currently in the works to protect against COVID-19, some scientists are wary of settling on the first vaccine that comes to fruition. https://t.co/ltDQXIRuz9'",[],
