Time,Tweets,All_hashtags,Place
2020-06-30 18:06:00,"b""Coronavirus vaccine update: Bharat Biotech's starts clinical trials, Chinese vaccine Sinovac wins military approval and more updates about COVID-19 | The Times of India https://t.co/QQcjCaxtXq""",[],
2020-06-30 18:00:15,b'FROM MY PERSONAL BOT ASSISTANT : Courtesy :the-times-of-india  https://t.co/SnQPfrM04H',[],
2020-06-30 17:59:38,"b'First COVID-19 vaccine candidate COVAXIN from India, gets DCGI approval for human trials   #BharatBiotech #BharatBiotechH1n1Vaccine #BharatBiotechRotavacx #BharatBiotechVaccineCovid19 #CovaxinxBharatBiotech #COVID19Vaccine https://t.co/Sj6OexivrO https://t.co/FyLb6Roh9U'","['BharatBiotech', 'BharatBiotechH1n1Vaccine', 'BharatBiotechRotavacx', 'BharatBiotechVaccineCovid19', 'CovaxinxBharatBiotech', 'COVID19Vaccine']",
2020-06-30 17:56:18,"b'Covaxin, India\xe2\x80\x99s locally developed COVID-19 vaccine, gets DCGI approval for human trials https://t.co/zGRNuIBqV3'",[],
2020-06-30 17:54:35,"b""#COVAXIN by @BharatBiotech has been allowed for clinical human trials. If it succeeds, it'll be #India's gift to the world to protect from #Corona.  #CoronaVaccine #COVID\xe3\x83\xbc19 #drug #vaccine   https://t.co/Y8IwG2KgHj""","['COVAXIN', 'India', 'Corona', 'CoronaVaccine', 'COVIDー19', 'drug', 'vaccine']",
2020-06-30 17:51:39,b'India\xe2\x80\x99s first COVID-19 vaccine gets permission for human clinical trials https://t.co/JF1vnCGViB via @Dainiksomoy24',[],
2020-06-30 17:50:37,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.  ICMR NIOH  Indian Council of Medical Research Department of Biotechnology,India . . #BharatBiotech #COVAXIN #covid19 #Collaboration #VaccinesWork #IndiaFightsCorona https://t.co/gsVug8eiMy""","['BharatBiotech', 'COVAXIN', 'covid19', 'Collaboration', 'VaccinesWork', 'IndiaFightsCorona']",
2020-06-30 17:48:13,"b""We support our Indian Forces. We support our Govt. We are now Vocal for Local. We'll support Make in India. We are proud to announce covid_19 vaccine (Covaxin) developed in india.  #MadeInIndia https://t.co/99JH9kSdlX""",['MadeInIndia'],
2020-06-30 17:47:14,"b""India's first COVID 19 vaccine candidate COVAXIN has received the approval of drug regulator DCGI for human trial. https://t.co/KTPGhI82Ty""",[],
2020-06-30 17:46:32,b'India\xe2\x80\x99s first COVID-19 vaccine candidate approved for human trials https://t.co/sxE6sglDA3 https://t.co/bf1o93acKv',[],
2020-06-30 17:45:31,b'I think first  India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 will made vaccine of Covid19 \xf0\x9f\xa6\xa0\xf0\x9f\x92\x89  What you say guys?\xf0\x9f\xa4\x94 #Covid_19 #Covid19Vaccine #IndiaWillWin',"['Covid_19', 'Covid19Vaccine', 'IndiaWillWin']",
2020-06-30 17:44:22,"b'Drug Controller General of India gives approval for human clinical trials of #COVAXIN, the 1st potential #Covid_19 Vaccine developed in India..\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 https://t.co/MrTDFq4mCE'","['COVAXIN', 'Covid_19']",
2020-06-30 17:38:06,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials. https://t.co/sOjw0xHLuO""",[],
2020-06-30 17:36:48,"b'Explained: What is Covaxin, India\xe2\x80\x99s Covid-19 vaccine candidate; how long before approval? https://t.co/sB3DeGx7B3 via @IndianExpress @tttara2008 @tada_bengia @MoheshChai @BDUTT @RiteshLullaBJP @dave_janak @kinjalmishra211 @SandhyaPanchal_ @Zee24Kalak'",[],
2020-06-30 17:35:39,"b'Volunteers in #India will be immunized by a locally made, possible COVID-19 vaccine. Tests done on animals have had positive results. Could this be a light at the end of the tunnel? https://t.co/HzYthqiRPK'",['India'],
2020-06-30 17:35:34,b'@INCIndia @SupriyaShrinate Yes India will fight against Covid-19 till December or more depends on vaccine. you  and congress should also understand and underline that Congress will never be a ruling party of India what ever you or your party do.\xf0\x9f\x98\xa0',[],
2020-06-30 17:34:04,b'India closer to finding a vaccine?   Health workers must get COVID-19 vaccine first: PM Modi - The Hindu https://t.co/VtLgR0tkgq',[],
2020-06-30 17:33:24,"b'COVID-19 Update: Bharat Biotech Develops India\xe2\x80\x99s First Coronavirus Vaccine, COVAXIN @BharatBiotech #COVAXIN #COVID\xe3\x83\xbc19 #CoronaVaccine @ICMRDELHI #COVID19India https://t.co/2lKzg1lRvC'","['COVAXIN', 'COVIDー19', 'CoronaVaccine', 'COVID19India']",
2020-06-30 17:31:03,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech  @PMOIndia   @ICMRDELHI  @DBTIndia @icmr_niv   #BharatBiotech #COVAXIN #covid19 #Collaboration #Indiafightscorona #makeinindia #ICMR #coronavirusvaccine https://t.co/vhdndvKQTi""","['BharatBiotech', 'COVAXIN', 'covid19', 'Collaboration', 'Indiafightscorona', 'makeinindia', 'ICMR', 'coronavirusvaccine']",
2020-06-30 17:29:43,b'Coronavirus: Hyderabad company\xe2\x80\x99s vaccine is India\xe2\x80\x99s first to get approval for human clinical trials https://t.co/jRMnwZsWGH   Praise God!',[],
2020-06-30 17:28:06,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.   #covid19 #Corona https://t.co/pPleKbCfKP""","['covid19', 'Corona']",
2020-06-30 17:24:09,"b""COVAXIN, India's 1st Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials DCGI gives nod to Bharat Biotech to conduct phase I &amp; II Human clinical trials to develop indigenous vaccine for COVID-19  #BharatBiotech #COVAXIN #ICMR #covid19 https://t.co/3k89ETHiQH""","['BharatBiotech', 'COVAXIN', 'ICMR', 'covid19']",
2020-06-30 17:13:01,"b'First COVID-19 vaccine candidate COVAXIN from India, gets DCGI approval for human trials https://t.co/9pqMIKtHzE #gaming #laptop'","['gaming', 'laptop']",
2020-06-30 17:12:58,"b""COVAXIN is the INDIA'S First Indigenous COVID - 19  Vaccine Developed by BHARAT BIOTECH. https://t.co/n2L3Y8cXFG""",[],
2020-06-30 17:12:20,"b""India's first COVID-19 vaccine candidate 'COVAXIN' gets DCGI approval for human clinical trials  https://t.co/DLrNd7cBYu""",[],
2020-06-30 17:10:53,"b""Coronavirus vaccine update: Bharat Biotech's starts clinical trials, Chinese vaccine Sinovac wins military approval and more updates about COVID-19 | The Times of India https://t.co/djklzBsNNA""",[],
2020-06-30 17:10:00,"b'LIVE updates | Delhi records 2,199 fresh Covid-19 cases, 62 deaths in last 24 hours  #Covid19 #Pandemic  https://t.co/bH3A5OcptW'","['Covid19', 'Pandemic']",
2020-06-30 17:09:27,"b""Let's pray for the best \xf0\x9f\x99\x8f https://t.co/qWPwsHygcp""",[],
2020-06-30 17:02:31,"b'620 new COVID-19 cases, 20 deaths reported in Gujarat . . . Live Updates: https://t.co/O3AykjTG84 #COVID19India #COVID #COVID19Update #CoronavirusInIndia'","['COVID19India', 'COVID', 'COVID19Update', 'CoronavirusInIndia']",
2020-06-30 16:56:30,b'Yes first India make COVID-19 vaccine to go clinical trials. https://t.co/tOw8TD9kOD',[],"Place(_api=<tweepy.api.API object at 0x7f4ff8968748>, id='01bb0d06597ec364', url='https://api.twitter.com/1.1/geo/id/01bb0d06597ec364.json', place_type='city', name='Muscat', full_name='Muscat, Oman', country_code='OM', country='Oman', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f4ff8968748>, type='Polygon', coordinates=[[[58.2624738, 23.4527047], [58.6658653, 23.4527047], [58.6658653, 23.6456132], [58.2624738, 23.6456132]]]), attributes={})"
2020-06-30 16:55:28,"b""Now India make it's own COVID-19 vaccine candidate. https://t.co/LvYiRczeMy""",[],"Place(_api=<tweepy.api.API object at 0x7f4ff8968748>, id='70957ac3123b3249', url='https://api.twitter.com/1.1/geo/id/70957ac3123b3249.json', place_type='city', name='Kolkata', full_name='Kolkata, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f4ff8968748>, type='Polygon', coordinates=[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]), attributes={})"
2020-06-30 16:55:25,"b""\xf0\x9f\xa6\xa0\xf0\x9f\x92\x89 \xf0\x9f\x8c\x8fIndia's first Covid-19 vaccine candidate approved for human trials https://t.co/lMEJaQGlVD""",[],
2020-06-30 16:51:19,"b""India's Covid-19 vaccine candidate Covaxin: How does #Covaxin compare to other vaccine candidates around the world? Where does it figure in the global race for a Covid-19 vaccine? #Corona https://t.co/ruDLoBi9BY""","['Covaxin', 'Corona']",
2020-06-30 16:51:13,"b""India's Covid-19 vaccine candidate Covaxin: How does #Covaxin compare to other vaccine candidates around the world? Where does it figure in the global race for a Covid-19 vaccine? #Corona https://t.co/L5BcJmyrdF""","['Covaxin', 'Corona']",
2020-06-30 16:49:02,"b'In a recent breakthrough, India has finally developed its first indigenous COVID-19 vaccine named COAXING. A Hyderabad-based company called Bharat Biotech has achieved this success in collaboration with the Indian\xe2\x80\xa6 https://t.co/r9MCeeiZjN'",[],
2020-06-30 16:42:33,b'The Drug Control General of India gave its approval to Bharat Biotech to conduct human clinical trials of a potential Covid-19 vaccine will be clinically tested across the country from next month.',[],
2020-06-30 16:40:13,b'Has India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 got #Covid_19 #Vaccine ? @narendramodi ji https://t.co/sAIhlp1wDk',"['Covid_19', 'Vaccine']",
2020-06-30 16:40:11,"b'Explained: What is Covaxin, India&amp;#8217;s Covid-19 vaccine candidate; how long before approval? https://t.co/dakNdzSPh4 via @IndianExpress'",[],
2020-06-30 16:38:40,"b""India's first COVID-19 vaccine candidate, COVAXIN, is set for human trials.  TAKE A LOOK AT THE DETAILS: https://t.co/tdpyCh5UfF""",[],
2020-06-30 16:23:26,"b""COVAXIN, India's First COVID-19 Vaccine Candidate, Set For Phase I, II Human Trials - NDTV https://t.co/c9fYWAUsSH""",[],
2020-06-30 16:18:46,"b'At Covid-19 vaccine review meet, PM Modi lays down 4 principles for vaccination  First, vulnerable groups should be prioritized for early vaccination, doctors, nurses, healthcare workers, frontline corona warriors, vulnerable people among population.  https://t.co/AgFIbESY9r'",[],
2020-06-30 16:17:10,"b'#NewsFlash  First COVID-19 vaccine candidate COVAXIN from India, gets DCGI approval for human trials  #covid19 #coronavirus #CoronavirusIndia #covaxin #humantrial #coronawarriors #Covid_19india   https://t.co/dqikmqpaUP'","['NewsFlash', 'covid19', 'coronavirus', 'CoronavirusIndia', 'covaxin', 'humantrial', 'coronawarriors', 'Covid_19india']",
2020-06-30 16:16:57,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f #BharatBiotech #COVAXIN #covid19 #Collaboration #Indiafightscorona #makeinindia #ICMR\xe2\x80\xa6 https://t.co/RD72j6pZ9p""","['BharatBiotech', 'COVAXIN', 'covid19', 'Collaboration', 'Indiafightscorona', 'makeinindia', 'ICMR']","Place(_api=<tweepy.api.API object at 0x7f4ff8968748>, id='5cd1bd2bc98eb67f', url='https://api.twitter.com/1.1/geo/id/5cd1bd2bc98eb67f.json', place_type='city', name='Nellore', full_name='Nellore, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f4ff8968748>, type='Polygon', coordinates=[[[79.7793203, 14.1503952], [80.1946461, 14.1503952], [80.1946461, 14.5669968], [79.7793203, 14.5669968]]]), attributes={})"
2020-06-30 16:15:09,b'shldnt b in hurry 4 new drug/vacc! Remembr eg of Thalidomide in 1950! don\xe2\x80\x99t know sideeffectof new drugs.Use old drugs first! @BJP4India @ICMRDELHI @DelhiVsCorona @LtGovDelhi @WHO @lavagarwal @MoHFW_INDIA @PMOIndia @AmitShah @msisodia @IndiaToday @firstpost https://t.co/Ej6xoQFNXw',[],
2020-06-30 16:13:20,"b'\xe2\x96\xaa\xef\xb8\x8f* Rs 31,000 crore transferred to almost 20 crore poor families Jan Dhan accounts *  \xe2\x96\xaa\xef\xb8\x8f * Rs 18,000 crore transferred to more than 9 crore farmers bank accounts *   \xe2\x9d\x87\xef\xb8\x8f * India\xe2\x80\x99s first COVID-19 vaccine - COVAXIN developed enters for Human trial. *'",[],"Place(_api=<tweepy.api.API object at 0x7f4ff8968748>, id='243cc16f6417a167', url='https://api.twitter.com/1.1/geo/id/243cc16f6417a167.json', place_type='city', name='Hyderabad', full_name='Hyderabad, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f4ff8968748>, type='Polygon', coordinates=[[[78.3897718, 17.3013989], [78.5404168, 17.3013989], [78.5404168, 17.4759], [78.3897718, 17.4759]]]), attributes={})"
2020-06-30 16:10:00,"b'Developed by Bharat Biotech, India\xe2\x80\x99s first indigenous COVID-19 vaccine \xe2\x80\x98Covaxin\xe2\x80\x99 is all set to enter the human clinical trial phase. Know more about it here. #COVAXINVaccine  https://t.co/2ubB0cR3vr'",['COVAXINVaccine'],
2020-06-30 16:09:33,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by @BharatBiotech successfully enters human trials.  #Covid_19 #coronavirus @RGVzoomin https://t.co/0mOQvxus3D""","['Covid_19', 'coronavirus']",
2020-06-30 16:06:05,"b'Just to remind you, Bankers are not Corona Warriors.  \xe2\x80\x9cCorona Warriors First In Line For Vaccine When Found: Government Sources - NDTV https://t.co/ktNlfWjzL9\xe2\x80\x9d'",[],
2020-06-30 16:06:00,b'India to go ahead with human trials of COVID-19 vaccine in July. https://t.co/UgUWPsZTOR https://t.co/3VMic6adjE',[],
2020-06-30 15:57:53,"b""Coronavirus Vaccine India Latest News Update: Bharat Biotech announces India's first COVID-19 vaccine candidate 'COVAXIN' with DCGI approval for human clinical trials | The Times of India https://t.co/6yxerhYHpB""",[],
2020-06-30 15:54:29,b'India Covid-19 vaccine candidate Covaxin: What is Covaxin and how was it developed? | Bharat Biotech Coronavirus Vaccine https://t.co/z0YaibWkNP',[],
2020-06-30 15:53:34,b'Covaxin \xe2\x80\x94 India\xe2\x80\x99s first Covid-19 vaccine by Bharat Biotech gets DCGI nod for human trials  Phase I &amp; Phase II clinical trials demonstrated safety &amp; immune response.  Via:theprint  https://t.co/AErYfzK23P',[],
2020-06-30 15:53:12,"b'While entire world is working for a vaccine for covid-19 , these guys are working to create new viruses. Wonderful\xf0\x9f\x91\x8f.  And you guys comment on India which is the sanjeevini to the entire world. @narendramodi @HuXijin_GT @POTUS @ChinaDaily https://t.co/CRhS97WvJr'",[],
2020-06-30 15:52:58,"b""India\xe2\x80\x99s 'First' Indigenous COVID-19 Vaccine COVAXIN Gets Approval For Hu... https://t.co/bKfJnuiBdW via @YouTube""",[],
2020-06-30 15:52:02,b'India\xe2\x80\x99s First COVID-19 Vaccine Candidate COVAXIN To Begin Human Trials I... https://t.co/ipmyhx0L55 via @YouTube',[],
2020-06-30 15:51:00,"b'#Covid-19  COVAXIN, India\xe2\x80\x99s first vaccine candidate against novel coronavirus, developed by vaccine maker Bharat Biotech gets the approval of DCGI for Phase I and II clinical trials. Human trials of the vaccine will begin across India in July. https://t.co/YtFud4H4OV'",['Covid'],
2020-06-30 15:46:49,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous COVID-19 vaccine, developed by Bharat Biotech, successfully enters human trials. #COVAXIN #COVID19India Le Indians: https://t.co/NbnJo0TqO9""","['COVAXIN', 'COVID19India']",
2020-06-30 15:44:29,"b'Wondering when China \xf0\x9f\x87\xa8\xf0\x9f\x87\xb3 will come up with a vaccine for COVID-19 , what will India do . Will they boycott it like they blacklisted apps of China .'",[],
2020-06-30 15:42:46,"b""India's first COVID-19 vaccine candidate approved for human trials https://t.co/VS8fDZhht3""",[],
2020-06-30 15:41:46,b'India\xe2\x80\x99s First COVID-19 Under-Trial Vaccine \xe2\x80\x98COVAXIN\xe2\x80\x99 Approved For Human Trials https://t.co/VFDYGUawEq #COVAXIN',['COVAXIN'],
2020-06-30 15:41:04,"b""COVAXIN, India's first Covid-19 vaccine ready for human trials.  Developed by Bharat Biotech, ICMR and NIV Pune. https://t.co/wqEVs2CyMA""",[],
2020-06-30 15:41:02,"b""India covid'19 vaccine #COVAXIN has gotten approval for human clinical trial.. I pray this work! https://t.co/rsGU7i3qiJ""",['COVAXIN'],
2020-06-30 15:40:35,"b""India's first COVID-19 vaccine candidate cleared for human trials @AJENews  https://t.co/L4H7VDVFe0 India leads the way""",[],
2020-06-30 15:39:56,"b'Cansino from China and then this from India COVID-19 vaccine candidate COVAXIN from India, gets DCGI approval for human trials - Health News , Firstpost https://t.co/dXP0YKcH8q'",[],
2020-06-30 15:38:38,"b""Headlines At 9 pm | India's #COVID__19 tally rises to 5.66 lakh and the death toll increases to 16,893. But recoveries rise at almost triple the pace of new active cases. Bharat Biotech says it will begin human clinical trials of India's first vaccine candidate In July https://t.co/C2MRpcAont""",['COVID__19'],
2020-06-30 15:34:05,"b""COVAXIN, India's First COVID-19 Vaccine Candidate, Set For Phase I, II Human Trials https://t.co/CqiMGEr9QO via @ndtv""",[],
2020-06-30 15:33:39,"b'Explained: What is Covaxin, India\xe2\x80\x99s Covid-19 vaccine candidate; how long before approval? https://t.co/PdV9OmCzSE'",[],
2020-06-30 15:30:00,"b'PM @narendramodi chaired a high-level meeting to review the planning and preparations for vaccination against COVID-19, as and when the vaccine is available and highlighted four guiding principles that will form the foundation of this national effort.  https://t.co/hgivF64phu'",[],
2020-06-30 15:29:54,"b'Drug Controller General of India gives pproval for human clinical trials of #COVAXIN, the 1st potential #Covid_19 Vaccine developed in India.   \xe2\x96\xaa\xef\xb8\x8f The potential vaccine has been developed by Hyderabad-based Bharat Biotech, in association with Indian Council of Medical Research. https://t.co/xQqcjy3tBO'","['COVAXIN', 'Covid_19']",
2020-06-30 15:28:06,"b""Coronavirus vaccine update: Bharat Biotech's starts clinical trials, Chinese vaccine Sinovac wins military approval and more updates about COVID-19 | The Times of India https://t.co/AUeNQYhkbY""",[],
2020-06-30 15:17:04,"b""Country's First #COVID19 #vaccine By #BharatBiotech Approved For Human Trial  #COVAXIN https://t.co/hQqI9owXGz""","['COVID19', 'vaccine', 'BharatBiotech', 'COVAXIN']",
2020-06-30 15:15:46,b'India\xe2\x80\x99s first Covid-19 vaccine candidate cleared for human trials https://t.co/ujaRPCSpic https://t.co/enDlIFzJPj',[],
2020-06-30 15:14:58,b'India\xe2\x80\x99s First Covid-19 Vaccine Candidate Cleared For Human Trials .... https://t.co/LjGhteD9H9',[],
2020-06-30 15:14:52,"b""COVAXIN, India's First COVID-19 Vaccine Candidate, Set For Phase I, II Human Clinical Trials https://t.co/1Z3vpewI1S #covid19""",['covid19'],
2020-06-30 15:10:04,"b'\xe2\x80\x9cBharat Biotech\xe2\x80\x99s COVID-19 vaccine has been approved for human trials, making it India\xe2\x80\x99s first domestic candidate to get the green light from the government\xe2\x80\x99s drug regulator as cases surge in a country with more than 1.3 billion people.\xe2\x80\x9d  https://t.co/jirGurbYTK'",[],
2020-06-30 15:10:03,"b""COVID-19 Update: Bharat Biotech Develops India's First Coronavirus Vaccine, COVAXIN - https://t.co/gNUWYVcmOx https://t.co/EKBv56uqEQ https://t.co/8FcmjEwBQd""",[],
2020-06-30 15:08:31,"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.   @ICMRDELHI  @DBTIndia @icmr_niv   #BharatBiotech #COVAXIN #covid19 #Collaboration #Indiafightscorona #makeinindia #ICMR #coronavirusvaccine https://t.co/RLP3nub9BB""","['BharatBiotech', 'COVAXIN', 'covid19', 'Collaboration', 'Indiafightscorona', 'makeinindia', 'ICMR', 'coronavirusvaccine']",
2020-06-30 15:05:43,"b""#India's 'first' indigenous COVID-19 vaccine #COVAXIN, developed by  #BharatBiotech in collaboration with #ICMR and #NIV, has got approval for  human clinical trials.  Wishing Bharat Biotech all the success for human trials! #stayhome #staysafe \xf0\x9f\x98\xb7\xf0\x9f\x98\xb7 https://t.co/oNE3bkfZ03""","['India', 'COVAXIN', 'BharatBiotech', 'ICMR', 'NIV', 'stayhome', 'staysafe']",
2020-06-30 15:05:15,b'AwesomeCapital: India\xe2\x80\x99s first COVID-19 vaccine candidate approved ... https://t.co/AslB4pV1qZ',[],
2020-06-30 15:05:13,"b'@HRDMinistry @DrRPNishank @PIB_India @mygovindia @PMOIndia @narendramodi @chetrisunil11 @Pvsindhu1 @KirenRijiju @FitIndiaOff @YASMinistry Sir, my nearest exam centre is near 300km away, Train is shutdown till 12 August , how can we reach the centre, anxiety level is increasing in every minute , I am in very stressful conditions , Sir plz #postpeneneetandjee Till covid 19 vaccine not made.'",['postpeneneetandjee'],
2020-06-30 15:04:00,"b""Great work #BharatBiotech \xf0\x9f\x91\x8f  COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials #BharatBiotech #COVAXIN #covid19 #Collaboration #Vaccineswork #Indiafightscorona #Covid19pandemic #makeinindia #ICMR #Coronavirusvaccine https://t.co/02K11wRg9I""","['BharatBiotech', 'BharatBiotech', 'COVAXIN', 'covid19', 'Collaboration', 'Vaccineswork', 'Indiafightscorona', 'Covid19pandemic', 'makeinindia', 'ICMR', 'Coronavirusvaccine']",
